datetime,symbol,open,high,low,close,volume
2000-10-15 22:00:00,CME_MINI:NQ1!,3274.0,3555.5,3025.0,3499.5,349139.0
2000-10-22 22:00:00,CME_MINI:NQ1!,3498.5,3563.5,2978.5,3222.5,367602.0
2000-10-29 23:00:00,CME_MINI:NQ1!,3220.0,3387.0,3062.0,3353.0,322591.0
2000-11-05 23:00:00,CME_MINI:NQ1!,3353.0,3400.0,2892.0,2893.0,327665.0
2000-11-12 23:00:00,CME_MINI:NQ1!,2858.0,3116.5,2755.0,2939.5,433056.0
2000-11-19 23:00:00,CME_MINI:NQ1!,2929.0,2946.0,2676.0,2829.0,217496.0
2000-11-26 23:00:00,CME_MINI:NQ1!,2848.0,2929.0,2435.0,2572.5,444016.0
2000-12-03 23:00:00,CME_MINI:NQ1!,2572.5,2924.0,2480.0,2740.5,305323.0
2000-12-10 23:00:00,CME_MINI:NQ1!,2855.0,3033.0,2550.5,2602.5,295278.0
2000-12-17 23:00:00,CME_MINI:NQ1!,2619.5,2692.0,2211.0,2469.0,397436.0
2000-12-24 23:00:00,CME_MINI:NQ1!,2481.5,2543.5,2358.5,2374.5,211875.0
2000-12-31 23:00:00,CME_MINI:NQ1!,2375.0,2590.0,2130.5,2293.5,391261.0
2001-01-07 23:00:00,CME_MINI:NQ1!,2290.0,2617.0,2171.0,2540.0,481747.0
2001-01-14 23:00:00,CME_MINI:NQ1!,2532.0,2769.0,2445.0,2686.5,325096.0
2001-01-21 23:00:00,CME_MINI:NQ1!,2689.5,2797.0,2548.5,2645.5,465426.0
2001-01-28 23:00:00,CME_MINI:NQ1!,2630.0,2740.0,2478.0,2488.5,384741.0
2001-02-04 23:00:00,CME_MINI:NQ1!,2494.0,2547.5,2271.0,2277.0,436386.0
2001-02-11 23:00:00,CME_MINI:NQ1!,2276.5,2437.0,2181.0,2227.5,515809.0
2001-02-18 23:00:00,CME_MINI:NQ1!,2230.0,2275.0,1941.0,2056.5,483960.0
2001-02-25 23:00:00,CME_MINI:NQ1!,2078.0,2113.0,1839.5,1876.5,593896.0
2001-03-04 23:00:00,CME_MINI:NQ1!,1883.5,2036.5,1804.5,1811.0,337180.0
2001-03-11 23:00:00,CME_MINI:NQ1!,1817.5,1841.5,1650.0,1673.0,495403.0
2001-03-18 23:00:00,CME_MINI:NQ1!,1680.0,1784.0,1602.0,1734.0,640335.0
2001-03-25 23:00:00,CME_MINI:NQ1!,1738.5,1777.0,1544.5,1588.0,544738.0
2001-04-01 22:00:00,CME_MINI:NQ1!,1601.0,1625.0,1361.0,1467.0,656047.0
2001-04-08 22:00:00,CME_MINI:NQ1!,1471.5,1731.5,1439.0,1730.0,622480.0
2001-04-15 22:00:00,CME_MINI:NQ1!,1731.0,1997.0,1586.0,1953.5,797523.0
2001-04-22 22:00:00,CME_MINI:NQ1!,1956.0,1960.0,1754.0,1823.0,706840.0
2001-04-29 22:00:00,CME_MINI:NQ1!,1825.5,1992.5,1823.5,1940.5,710157.0
2001-05-06 22:00:00,CME_MINI:NQ1!,1941.5,1958.5,1816.5,1834.5,644875.0
2001-05-13 22:00:00,CME_MINI:NQ1!,1842.5,1965.0,1764.0,1934.0,631552.0
2001-05-20 22:00:00,CME_MINI:NQ1!,1933.5,2080.5,1920.5,1968.5,581774.0
2001-05-27 22:00:00,CME_MINI:NQ1!,1970.0,1984.0,1771.5,1851.5,483961.0
2001-06-03 22:00:00,CME_MINI:NQ1!,1845.0,1999.0,1820.0,1902.5,407587.0
2001-06-10 22:00:00,CME_MINI:NQ1!,1900.0,1919.0,1674.0,1728.5,638793.0
2001-06-17 22:00:00,CME_MINI:NQ1!,1728.5,1793.0,1660.0,1753.0,778407.0
2001-06-24 22:00:00,CME_MINI:NQ1!,1749.5,1883.5,1704.0,1855.0,651460.0
2001-07-01 22:00:00,CME_MINI:NQ1!,1848.0,1882.0,1678.5,1683.5,292753.0
2001-07-08 22:00:00,CME_MINI:NQ1!,1683.0,1797.0,1612.5,1765.5,661634.0
2001-07-15 22:00:00,CME_MINI:NQ1!,1767.0,1773.5,1655.0,1686.5,681304.0
2001-07-22 22:00:00,CME_MINI:NQ1!,1687.5,1718.0,1588.5,1693.0,621270.0
2001-07-29 22:00:00,CME_MINI:NQ1!,1697.0,1779.5,1671.5,1741.5,527664.0
2001-08-05 22:00:00,CME_MINI:NQ1!,1740.0,1744.0,1582.5,1624.0,561126.0
2001-08-12 22:00:00,CME_MINI:NQ1!,1626.0,1680.0,1519.0,1521.0,562291.0
2001-08-19 22:00:00,CME_MINI:NQ1!,1518.0,1585.0,1471.0,1580.5,556141.0
2001-08-26 22:00:00,CME_MINI:NQ1!,1585.0,1606.0,1437.0,1472.5,579071.0
2001-09-02 22:00:00,CME_MINI:NQ1!,1474.0,1523.0,1338.5,1353.5,746501.0
2001-09-09 22:00:00,CME_MINI:NQ1!,1353.0,1394.5,1317.0,1336.0,169485.0
2001-09-16 22:00:00,CME_MINI:NQ1!,1280.5,1311.0,1097.0,1137.0,765379.0
2001-09-23 22:00:00,CME_MINI:NQ1!,1144.0,1229.5,1107.5,1175.0,633720.0
2001-09-30 22:00:00,CME_MINI:NQ1!,1171.0,1321.0,1136.0,1280.5,832554.0
2001-10-07 22:00:00,CME_MINI:NQ1!,1264.5,1426.0,1240.0,1389.5,813908.0
2001-10-14 22:00:00,CME_MINI:NQ1!,1375.0,1464.0,1305.5,1353.5,859840.0
2001-10-21 22:00:00,CME_MINI:NQ1!,1353.5,1493.0,1338.5,1451.5,914760.0
2001-10-28 23:00:00,CME_MINI:NQ1!,1457.0,1457.0,1323.0,1432.5,870967.0
2001-11-04 23:00:00,CME_MINI:NQ1!,1430.5,1586.0,1430.0,1517.5,796990.0
2001-11-11 23:00:00,CME_MINI:NQ1!,1521.0,1623.0,1457.5,1585.0,824979.0
2001-11-18 23:00:00,CME_MINI:NQ1!,1587.5,1634.5,1527.5,1578.0,368091.0
2001-11-25 23:00:00,CME_MINI:NQ1!,1579.0,1648.0,1550.0,1598.0,945850.0
2001-12-02 23:00:00,CME_MINI:NQ1!,1590.0,1738.0,1562.5,1677.0,824190.0
2001-12-09 23:00:00,CME_MINI:NQ1!,1681.0,1697.5,1569.0,1612.5,546098.0
2001-12-16 23:00:00,CME_MINI:NQ1!,1612.0,1674.0,1557.5,1593.5,458724.0
2001-12-23 23:00:00,CME_MINI:NQ1!,1595.0,1645.5,1575.0,1624.0,189270.0
2001-12-30 23:00:00,CME_MINI:NQ1!,1625.0,1704.5,1568.5,1679.0,480158.0
2002-01-06 23:00:00,CME_MINI:NQ1!,1676.5,1717.0,1630.0,1646.5,932219.0
2002-01-13 23:00:00,CME_MINI:NQ1!,1642.0,1679.5,1538.0,1554.5,934847.0
2002-01-20 23:00:00,CME_MINI:NQ1!,1555.0,1591.5,1503.0,1562.5,677742.0
2002-01-27 23:00:00,CME_MINI:NQ1!,1560.0,1587.0,1484.0,1535.0,903848.0
2002-02-03 23:00:00,CME_MINI:NQ1!,1529.0,1535.5,1407.5,1454.0,983322.0
2002-02-10 23:00:00,CME_MINI:NQ1!,1458.0,1512.0,1434.0,1440.0,868876.0
2002-02-17 23:00:00,CME_MINI:NQ1!,1442.0,1447.0,1330.5,1358.5,991108.0
2002-02-24 23:00:00,CME_MINI:NQ1!,1360.0,1437.5,1354.0,1436.5,1036507.0
2002-03-03 23:00:00,CME_MINI:NQ1!,1431.0,1568.0,1423.0,1556.0,762842.0
2002-03-10 23:00:00,CME_MINI:NQ1!,1540.0,1575.0,1477.5,1504.0,705307.0
2002-03-17 23:00:00,CME_MINI:NQ1!,1505.0,1532.5,1449.5,1482.0,809787.0
2002-03-24 23:00:00,CME_MINI:NQ1!,1481.0,1492.0,1426.0,1459.5,611264.0
2002-03-31 23:00:00,CME_MINI:NQ1!,1454.0,1489.5,1378.5,1389.0,935630.0
2002-04-07 22:00:00,CME_MINI:NQ1!,1385.0,1412.0,1326.0,1353.0,1103084.0
2002-04-14 22:00:00,CME_MINI:NQ1!,1355.5,1440.0,1340.0,1389.0,812077.0
2002-04-21 22:00:00,CME_MINI:NQ1!,1388.0,1391.5,1250.5,1252.0,950582.0
2002-04-28 22:00:00,CME_MINI:NQ1!,1257.0,1297.5,1186.5,1197.5,1069625.0
2002-05-05 22:00:00,CME_MINI:NQ1!,1200.5,1286.0,1144.5,1189.0,1186478.0
2002-05-12 22:00:00,CME_MINI:NQ1!,1194.0,1354.0,1187.0,1326.0,1134652.0
2002-05-19 22:00:00,CME_MINI:NQ1!,1325.5,1329.5,1234.0,1257.5,1015248.0
2002-05-26 22:00:00,CME_MINI:NQ1!,1255.0,1270.0,1202.5,1209.5,855556.0
2002-06-02 22:00:00,CME_MINI:NQ1!,1209.5,1219.5,1106.0,1137.5,1201802.0
2002-06-09 22:00:00,CME_MINI:NQ1!,1139.0,1163.0,1054.5,1111.5,749073.0
2002-06-16 22:00:00,CME_MINI:NQ1!,1110.0,1215.0,1035.5,1041.0,777683.0
2002-06-23 22:00:00,CME_MINI:NQ1!,1044.0,1082.0,974.0,1054.0,1284367.0
2002-06-30 22:00:00,CME_MINI:NQ1!,1054.5,1064.5,953.0,1064.0,979276.0
2002-07-07 22:00:00,CME_MINI:NQ1!,1061.5,1073.5,948.5,1000.0,1409592.0
2002-07-14 22:00:00,CME_MINI:NQ1!,1000.0,1066.0,958.0,967.0,1478641.0
2002-07-21 22:00:00,CME_MINI:NQ1!,960.5,985.5,873.0,912.5,1508445.0
2002-07-28 22:00:00,CME_MINI:NQ1!,915.0,995.0,879.5,896.0,1028195.0
2002-08-04 22:00:00,CME_MINI:NQ1!,894.5,955.5,857.0,939.0,1092617.0
2002-08-11 22:00:00,CME_MINI:NQ1!,937.5,1006.5,904.0,995.0,999633.0
2002-08-18 22:00:00,CME_MINI:NQ1!,994.0,1055.0,988.0,1013.0,899073.0
2002-08-25 22:00:00,CME_MINI:NQ1!,1011.5,1029.5,927.0,943.5,948082.0
2002-09-01 22:00:00,CME_MINI:NQ1!,942.0,946.0,883.0,920.5,859913.0
2002-09-08 22:00:00,CME_MINI:NQ1!,918.0,980.5,894.5,925.5,616635.0
2002-09-15 22:00:00,CME_MINI:NQ1!,925.0,948.0,867.0,876.0,912644.0
2002-09-22 22:00:00,CME_MINI:NQ1!,877.0,901.0,833.5,861.5,1256634.0
2002-09-29 22:00:00,CME_MINI:NQ1!,859.0,889.5,812.0,820.0,1390301.0
2002-10-06 22:00:00,CME_MINI:NQ1!,820.5,903.0,797.5,894.5,1439743.0
2002-10-13 22:00:00,CME_MINI:NQ1!,889.5,968.5,879.0,960.5,1174577.0
2002-10-20 22:00:00,CME_MINI:NQ1!,956.0,1002.0,939.5,992.5,1339573.0
2002-10-27 23:00:00,CME_MINI:NQ1!,993.5,1023.5,942.5,1020.5,1386258.0
2002-11-03 23:00:00,CME_MINI:NQ1!,1035.0,1074.5,1005.0,1009.0,1262590.0
2002-11-10 23:00:00,CME_MINI:NQ1!,1009.0,1066.5,973.5,1065.5,1215638.0
2002-11-17 23:00:00,CME_MINI:NQ1!,1065.5,1124.5,1019.0,1116.5,1370702.0
2002-11-24 23:00:00,CME_MINI:NQ1!,1116.5,1145.0,1083.5,1117.0,933821.0
2002-12-01 23:00:00,CME_MINI:NQ1!,1112.5,1157.5,1030.0,1067.0,1581508.0
2002-12-08 23:00:00,CME_MINI:NQ1!,1066.5,1072.5,1006.0,1007.5,768594.0
2002-12-15 23:00:00,CME_MINI:NQ1!,1011.0,1057.0,1002.0,1023.5,902566.0
2002-12-22 23:00:00,CME_MINI:NQ1!,1025.0,1045.5,997.5,1001.5,380875.0
2002-12-29 23:00:00,CME_MINI:NQ1!,999.5,1037.5,979.0,1036.0,611448.0
2003-01-05 23:00:00,CME_MINI:NQ1!,1034.5,1099.0,1031.0,1091.5,1319608.0
2003-01-12 23:00:00,CME_MINI:NQ1!,1090.5,1108.5,1018.0,1020.0,1135839.0
2003-01-19 23:00:00,CME_MINI:NQ1!,1020.5,1041.0,992.5,1000.0,1284740.0
2003-01-26 23:00:00,CME_MINI:NQ1!,1003.0,1027.0,965.0,984.5,1227272.0
2003-02-02 23:00:00,CME_MINI:NQ1!,984.0,1000.5,951.5,959.5,1246313.0
2003-02-09 23:00:00,CME_MINI:NQ1!,958.0,990.5,938.5,985.0,1203856.0
2003-02-16 23:00:00,CME_MINI:NQ1!,986.5,1022.0,983.0,1014.5,1163516.0
2003-02-23 23:00:00,CME_MINI:NQ1!,1016.5,1021.5,968.5,1010.5,1265837.0
2003-03-02 23:00:00,CME_MINI:NQ1!,1014.5,1024.0,964.5,986.5,1212706.0
2003-03-09 23:00:00,CME_MINI:NQ1!,986.5,1044.5,945.0,1034.5,810215.0
2003-03-16 23:00:00,CME_MINI:NQ1!,1029.0,1103.5,1016.5,1094.5,1216053.0
2003-03-23 23:00:00,CME_MINI:NQ1!,1085.0,1087.5,1043.5,1051.5,1094331.0
2003-03-30 23:00:00,CME_MINI:NQ1!,1047.0,1082.0,1015.0,1050.0,1242224.0
2003-04-06 22:00:00,CME_MINI:NQ1!,1060.0,1095.0,1019.5,1028.5,1274308.0
2003-04-13 22:00:00,CME_MINI:NQ1!,1029.0,1087.5,1026.0,1083.0,993675.0
2003-04-20 22:00:00,CME_MINI:NQ1!,1084.0,1118.0,1072.5,1085.5,1200519.0
2003-04-27 22:00:00,CME_MINI:NQ1!,1085.0,1139.5,1081.5,1139.0,1053788.0
2003-05-04 22:00:00,CME_MINI:NQ1!,1138.0,1163.5,1114.5,1143.5,1298774.0
2003-05-11 22:00:00,CME_MINI:NQ1!,1144.5,1168.0,1134.0,1156.5,1127357.0
2003-05-18 22:00:00,CME_MINI:NQ1!,1154.0,1154.0,1104.0,1130.5,1158698.0
2003-05-25 22:00:00,CME_MINI:NQ1!,1129.5,1202.5,1122.5,1199.0,1305440.0
2003-06-01 22:00:00,CME_MINI:NQ1!,1198.5,1266.5,1180.0,1213.0,1655811.0
2003-06-08 22:00:00,CME_MINI:NQ1!,1209.0,1240.0,1188.0,1207.0,1025391.0
2003-06-15 22:00:00,CME_MINI:NQ1!,1201.5,1259.0,1201.5,1222.0,1126107.0
2003-06-22 22:00:00,CME_MINI:NQ1!,1221.0,1232.0,1188.0,1202.5,1465140.0
2003-06-29 22:00:00,CME_MINI:NQ1!,1205.0,1253.0,1179.0,1229.0,969672.0
2003-07-06 22:00:00,CME_MINI:NQ1!,1233.0,1309.5,1233.0,1281.5,1385675.0
2003-07-13 22:00:00,CME_MINI:NQ1!,1284.0,1319.5,1245.0,1258.5,1583267.0
2003-07-20 22:00:00,CME_MINI:NQ1!,1258.5,1291.0,1232.0,1280.5,1564328.0
2003-07-27 22:00:00,CME_MINI:NQ1!,1282.0,1301.0,1257.0,1267.5,1313179.0
2003-08-03 22:00:00,CME_MINI:NQ1!,1266.0,1279.0,1204.0,1210.5,1423868.0
2003-08-10 22:00:00,CME_MINI:NQ1!,1209.5,1259.5,1208.5,1254.5,923079.0
2003-08-17 22:00:00,CME_MINI:NQ1!,1253.0,1343.0,1252.5,1305.0,1193531.0
2003-08-24 22:00:00,CME_MINI:NQ1!,1305.5,1346.0,1280.0,1342.0,1140659.0
2003-08-31 22:00:00,CME_MINI:NQ1!,1341.0,1381.5,1333.0,1366.0,1352179.0
2003-09-07 22:00:00,CME_MINI:NQ1!,1364.5,1393.5,1327.0,1359.5,1085696.0
2003-09-14 22:00:00,CME_MINI:NQ1!,1359.5,1405.0,1345.5,1394.5,1136633.0
2003-09-21 22:00:00,CME_MINI:NQ1!,1392.0,1393.5,1309.0,1310.5,1875553.0
2003-09-28 22:00:00,CME_MINI:NQ1!,1311.0,1388.0,1303.0,1376.5,1807655.0
2003-10-05 22:00:00,CME_MINI:NQ1!,1375.5,1420.0,1369.0,1409.5,1458605.0
2003-10-12 22:00:00,CME_MINI:NQ1!,1409.0,1444.5,1393.0,1393.5,1319880.0
2003-10-19 22:00:00,CME_MINI:NQ1!,1394.0,1427.5,1347.5,1376.0,1437986.0
2003-10-26 23:00:00,CME_MINI:NQ1!,1374.0,1445.0,1369.5,1418.0,1359658.0
2003-11-02 23:00:00,CME_MINI:NQ1!,1412.5,1458.5,1412.5,1433.5,1267173.0
2003-11-09 23:00:00,CME_MINI:NQ1!,1434.0,1450.5,1402.0,1409.5,1414265.0
2003-11-16 23:00:00,CME_MINI:NQ1!,1409.0,1409.0,1356.5,1378.5,1730192.0
2003-11-23 23:00:00,CME_MINI:NQ1!,1374.5,1429.5,1374.5,1425.0,1084602.0
2003-11-30 23:00:00,CME_MINI:NQ1!,1424.0,1453.0,1405.0,1410.0,1551673.0
2003-12-07 23:00:00,CME_MINI:NQ1!,1409.5,1426.0,1372.5,1418.0,1136453.0
2003-12-14 23:00:00,CME_MINI:NQ1!,1446.5,1452.5,1387.0,1428.5,1080162.0
2003-12-21 23:00:00,CME_MINI:NQ1!,1422.5,1454.5,1417.0,1445.0,398335.0
2003-12-28 23:00:00,CME_MINI:NQ1!,1445.0,1483.0,1445.0,1466.5,523399.0
2004-01-04 23:00:00,CME_MINI:NQ1!,1468.0,1545.0,1467.0,1521.5,1418363.0
2004-01-11 23:00:00,CME_MINI:NQ1!,1521.0,1556.0,1515.0,1553.0,1860100.0
2004-01-18 23:00:00,CME_MINI:NQ1!,1552.5,1563.0,1521.0,1533.0,1530834.0
2004-01-25 23:00:00,CME_MINI:NQ1!,1530.5,1557.0,1475.5,1495.0,1669916.0
2004-02-01 23:00:00,CME_MINI:NQ1!,1494.0,1509.5,1460.0,1494.5,1541618.0
2004-02-08 23:00:00,CME_MINI:NQ1!,1496.0,1517.5,1479.0,1488.0,1159531.0
2004-02-15 23:00:00,CME_MINI:NQ1!,1489.0,1525.5,1470.5,1483.5,1488323.0
2004-02-22 23:00:00,CME_MINI:NQ1!,1483.5,1493.5,1452.0,1471.5,1668898.0
2004-02-29 23:00:00,CME_MINI:NQ1!,1473.0,1496.0,1456.5,1474.5,1533135.0
2004-03-07 23:00:00,CME_MINI:NQ1!,1475.0,1482.0,1395.5,1429.0,1489628.0
2004-03-14 23:00:00,CME_MINI:NQ1!,1425.0,1435.5,1395.5,1400.0,1376735.0
2004-03-21 23:00:00,CME_MINI:NQ1!,1399.5,1434.0,1365.5,1419.5,1748760.0
2004-03-28 23:00:00,CME_MINI:NQ1!,1420.5,1496.5,1420.0,1495.0,1393465.0
2004-04-04 22:00:00,CME_MINI:NQ1!,1493.5,1511.0,1477.0,1489.5,962504.0
2004-04-11 22:00:00,CME_MINI:NQ1!,1489.0,1508.5,1442.0,1453.5,1433462.0
2004-04-18 22:00:00,CME_MINI:NQ1!,1450.5,1501.0,1435.0,1498.0,1585944.0
2004-04-25 22:00:00,CME_MINI:NQ1!,1497.0,1502.0,1399.5,1403.0,1744475.0
2004-05-02 22:00:00,CME_MINI:NQ1!,1399.5,1439.5,1399.5,1406.0,1701901.0
2004-05-09 22:00:00,CME_MINI:NQ1!,1405.0,1426.5,1378.5,1400.0,2064071.0
2004-05-16 22:00:00,CME_MINI:NQ1!,1398.5,1429.0,1372.5,1408.5,1540998.0
2004-05-23 22:00:00,CME_MINI:NQ1!,1407.5,1471.5,1406.0,1467.0,1609638.0
2004-05-30 22:00:00,CME_MINI:NQ1!,1466.5,1476.0,1441.5,1456.5,1268241.0
2004-06-06 22:00:00,CME_MINI:NQ1!,1454.5,1496.5,1454.0,1482.0,1375622.0
2004-06-13 22:00:00,CME_MINI:NQ1!,1475.0,1493.5,1451.5,1468.0,1033300.0
2004-06-20 22:00:00,CME_MINI:NQ1!,1469.0,1508.5,1452.5,1505.5,1249037.0
2004-06-27 22:00:00,CME_MINI:NQ1!,1504.5,1528.5,1477.0,1488.0,1622999.0
2004-07-04 22:00:00,CME_MINI:NQ1!,1489.5,1493.0,1433.5,1442.0,1472246.0
2004-07-11 22:00:00,CME_MINI:NQ1!,1444.5,1446.0,1394.5,1397.5,1671370.0
2004-07-18 22:00:00,CME_MINI:NQ1!,1398.0,1438.0,1371.5,1378.0,1827927.0
2004-07-25 22:00:00,CME_MINI:NQ1!,1381.0,1414.0,1360.0,1402.5,1776276.0
2004-08-01 22:00:00,CME_MINI:NQ1!,1400.0,1410.5,1315.5,1317.5,1579835.0
2004-08-08 22:00:00,CME_MINI:NQ1!,1320.0,1348.5,1302.0,1311.5,1505000.0
2004-08-15 22:00:00,CME_MINI:NQ1!,1311.5,1374.0,1303.5,1367.5,1436708.0
2004-08-22 22:00:00,CME_MINI:NQ1!,1367.5,1395.0,1361.0,1390.0,1144863.0
2004-08-29 22:00:00,CME_MINI:NQ1!,1389.5,1403.5,1354.0,1375.0,1171177.0
2004-09-05 22:00:00,CME_MINI:NQ1!,1374.5,1416.0,1372.0,1413.5,1130806.0
2004-09-12 22:00:00,CME_MINI:NQ1!,1414.0,1442.5,1410.5,1429.0,1055088.0
