signal_number,signal_timestamp,entry_timestamp,exit_timestamp,current_close,entry_open,exit_close,mean_final_pred_close,forecast_return,upside_probability,position,gross_return,net_return,ret_24,ret_72,ret_168,ret_288,atr_24_pct,atr_72_pct,vol_24,vol_72,volume_ratio_24,rsi_14,above_sma_24,above_sma_72,above_sma_168,above_sma_288,atr_24_pct_live_pct,atr_72_pct_live_pct,vol_24_live_pct,vol_72_live_pct,volume_ratio_24_live_pct,rsi_14_live_pct,ret_24_live_pct,ret_72_live_pct,asset,split
11,2023-01-25 23:00:00,2023-01-26,2023-01-26 23:00:00,23060.6,23060.6,23001.9,22891.049609375,-0.00735238418016,0.2,-1,0.002545467160438,0.001145467160438,0.0191449304825122,0.01567964201087002,0.11511605415860737,0.15741660894791254,0.00989295595084257,0.00840388416221222,0.009292469876718919,0.0062742557220492115,1.5109688169823412,59.380111220150454,True,True,True,True,0.7835616438356164,0.6136986301369863,0.8684931506849315,0.5808219178082191,0.8054794520547945,0.5726027397260274,0.684931506849315,0.28493150684931506,btc_1h,train
12,2023-01-26 23:00:00,2023-01-27,2023-01-27 23:00:00,23001.9,23001.9,23068.0,23089.897265625,0.0038256520385272,0.8,1,0.0028736756528808,0.0014736756528808,-0.0025454671604380197,0.003875512261544811,0.091777694450905,0.09727231095082733,0.00692424683758009,0.007971986372140272,0.00306422299891638,0.005929665503225968,0.3982841942879729,52.632313922636534,False,True,True,True,0.14520547945205478,0.40273972602739727,0.03561643835616438,0.5013698630136987,0.21095890410958903,0.4301369863013699,0.2493150684931507,0.24383561643835616,btc_1h,train
13,2023-01-27 23:00:00,2023-01-28,2023-01-28 23:00:00,23068.0,23068.1,23015.9,23269.82734375,0.0087492345998786,1.0,1,-0.0022628651687827,-0.0036628651687827,0.0028736756528808804,0.019471967614484997,0.017955880341201436,0.1046464298198988,0.007588434194555242,0.00812754079725643,0.004708902743161358,0.006192268301665433,0.34683278459824113,57.27051177904132,True,True,True,True,0.3041095890410959,0.40821917808219177,0.4410958904109589,0.5041095890410959,0.15342465753424658,0.5863013698630137,0.39452054794520547,0.4246575342465753,btc_1h,train
14,2023-01-28 23:00:00,2023-01-29,2023-01-29 23:00:00,23015.9,23016.0,23740.3,23142.779296875,0.0055126802286679,0.8,1,0.0314694125825512,0.0300694125825512,-0.002258539968787887,-0.0019383710744732552,0.0102713118747777,0.08625515024801444,0.003284685804161467,0.005936777522398772,0.0016497325444436023,0.0033342565442028523,0.5815309082941518,52.85749937609204,True,False,True,True,0.0,0.0,0.0,0.0,0.4136986301369863,0.4986301369863014,0.3013698630136986,0.2219178082191781,btc_1h,train
15,2023-01-29 23:00:00,2023-01-30,2023-01-30 23:00:00,23740.3,23740.2,22819.9,23682.237890625,-0.0024457192779787,0.4,-1,0.0387654695411159,0.0373654695411159,0.0314738941340551,0.03210169594685652,0.045616306827691355,0.12348740470117203,0.007585554240398541,0.006047850186298316,0.0036530829772670253,0.0035726492886475,0.6931271827201656,71.95014231033468,True,True,True,True,0.4301369863013699,0.049315068493150684,0.34794520547945207,0.06575342465753424,0.5123287671232877,0.8849315068493151,0.9013698630136986,0.6410958904109589,btc_1h,train
16,2023-01-30 23:00:00,2023-01-31,2023-01-31 23:00:00,22819.9,22819.9,23119.4,23076.034765625,0.0112241844015529,1.0,1,0.0131245097480707,0.0117245097480707,-0.03876951849808119,-0.010755158661349018,-0.004067542148377901,0.10347678916827863,0.008098012407299467,0.006434138137717029,0.005400265777826858,0.004014105095072556,0.6576616574749499,35.24992091110411,False,False,False,True,0.5945205479452055,0.13150684931506848,0.7808219178082192,0.24383561643835616,0.4821917808219178,0.12876712328767123,0.010958904109589041,0.09041095890410959,btc_1h,train
17,2023-01-31 23:00:00,2023-02-01,2023-02-01 23:00:00,23119.4,23119.5,23730.0,23366.309375,0.0106797483931243,0.8,1,0.0264062804126385,0.0250062804126385,0.013124509748070778,0.004496891279506698,0.02174354985548499,0.09735479369479272,0.005980727585202627,0.007254369346378658,0.003923030343780629,0.004509173719023573,1.0779206341122567,62.55863539445626,True,False,True,True,0.13972602739726028,0.22465753424657534,0.410958904109589,0.4602739726027397,0.7095890410958904,0.7315068493150685,0.6958904109589041,0.3863013698630137,btc_1h,train
18,2023-02-01 23:00:00,2023-02-02,2023-02-02 23:00:00,23730.0,23730.1,23493.1,23697.36328125,-0.0013753358091023,0.6,1,-0.0099873156876709,-0.0113873156876709,0.026410720001384114,-0.0004338614086595305,0.029027865710345768,0.04716893707719394,0.006585194549796334,0.0067331554057217845,0.003766312398018489,0.004521495886692765,0.6076884301173482,85.42887330707926,True,True,True,True,0.27123287671232876,0.21095890410958903,0.38904109589041097,0.4958904109589041,0.4136986301369863,0.9561643835616438,0.8958904109589041,0.3643835616438356,btc_1h,train
19,2023-02-02 23:00:00,2023-02-03,2023-02-03 23:00:00,23493.1,23493.0,23424.7,23474.89609375,-0.0007748618211304,0.6,1,-0.0029072489677776,-0.0043072489677776,-0.009983143699957897,0.029500567487149354,0.021354757650454914,0.031217764980093765,0.008621680408290096,0.007052957393163676,0.007156060182919063,0.005153824708570589,0.6949449655838529,40.23771969355564,False,True,True,True,0.7808219178082192,0.31232876712328766,0.8684931506849315,0.5452054794520548,0.5068493150684932,0.24383561643835616,0.21643835616438356,0.7397260273972602,btc_1h,train
20,2023-02-03 23:00:00,2023-02-04,2023-02-04 23:00:00,23424.7,23424.7,23322.6,23599.334375,0.0074551381661237,0.8,1,-0.0043586470691194,-0.0057586470691194,-0.002911493161821932,0.013205360000692057,0.015462979018553868,0.0317160399214258,0.005948493114817557,0.007088789942999397,0.003147991396680348,0.0049823181380901456,0.41517095126515324,50.083734561440345,False,False,True,True,0.16986301369863013,0.3698630136986301,0.14246575342465753,0.4712328767123288,0.2191780821917808,0.4520547945205479,0.3424657534246575,0.5287671232876713,btc_1h,train
21,2023-02-04 23:00:00,2023-02-05,2023-02-05 23:00:00,23322.6,23322.6,22929.2,23470.919921875,0.0063594934473429,1.0,1,-0.0168677591692177,-0.0182677591692177,-0.004358647069119481,-0.01716814159292046,0.013325570583813562,0.01787187242232613,0.003330817890515361,0.0059966870474704136,0.001581903017791443,0.004541626460174598,1.7697200281051397,48.22335025380695,False,False,False,True,0.01643835616438356,0.06575342465753424,0.010958904109589041,0.3424657534246575,0.8547945205479452,0.4273972602739726,0.336986301369863,0.038356164383561646,btc_1h,train
22,2023-02-05 23:00:00,2023-02-06,2023-02-06 23:00:00,22929.2,22929.3,22757.7,22920.61328125,-0.0003744883707238,0.6,1,-0.0074838743441796,-0.0088838743441796,-0.01686775916921779,-0.02400279230923108,-0.03416553287026691,0.013337811679644984,0.004916402084096558,0.004793802468274329,0.0029775350877666875,0.0026388291627694963,0.8103668721279811,22.739311388573796,False,False,False,False,0.13972602739726028,0.0,0.19726027397260273,0.0,0.5917808219178082,0.038356164383561646,0.12876712328767123,0.04657534246575343,btc_1h,train
