timestamp,open,high,low,close,volume,amount
2017-08-17 00:00:00,4261.48,4485.39,4261.32,4427.3,145.708747,635695.49067993
2017-08-17 12:00:00,4436.06,4485.39,4200.74,4285.08,649.44163,2819074.56005213
2017-08-18 00:00:00,4285.08,4371.52,4134.61,4340.31,720.722201,3085356.16659987
2017-08-18 12:00:00,4320.52,4340.31,3938.77,4108.37,479.166063,2001602.13957164
2017-08-19 00:00:00,4108.37,4184.69,3850.0,3957.6,298.518569,1214382.54455495
2017-08-19 12:00:00,3945.12,4149.99,3928.89,4139.98,82.791194,335101.19086656
2017-08-20 00:00:00,4120.98,4211.08,4032.62,4106.53,71.235136,293071.51187086
2017-08-20 12:00:00,4106.53,4185.94,4063.35,4086.29,395.847886,1637292.8784556
2017-08-21 00:00:00,4069.13,4119.62,3953.4,4023.11,522.291586,2117739.09106764
2017-08-21 12:00:00,4023.11,4070.49,3911.79,4016.0,169.451474,679492.62295964
2017-08-22 00:00:00,4016.0,4016.0,3400.0,3866.48,503.638101,1924565.61357909
2017-08-22 12:00:00,3866.48,4104.82,3786.81,4040.0,463.046757,1827940.15856142
2017-08-23 00:00:00,4040.0,4242.32,4013.89,4237.99,436.522009,1791941.26220467
2017-08-23 12:00:00,4205.98,4265.8,4069.8,4114.01,564.614556,2356745.20361501
2017-08-24 00:00:00,4147.0,4250.94,4085.01,4202.0,418.186098,1739475.0254404
2017-08-24 12:00:00,4211.78,4371.68,4136.33,4316.01,369.232655,1557001.38772436
2017-08-25 00:00:00,4316.01,4370.0,4267.5,4361.27,317.047129,1372285.4808333
2017-08-25 12:00:00,4361.27,4453.91,4247.48,4280.68,256.565611,1112351.86852997
2017-08-26 00:00:00,4280.71,4319.7,4228.99,4288.72,106.498937,456892.96718996
2017-08-26 12:00:00,4288.72,4367.0,4212.41,4337.44,121.609131,520972.76614214
2017-08-27 00:00:00,4332.51,4400.0,4285.56,4323.37,167.597269,726533.55567699
2017-08-27 12:00:00,4340.0,4386.79,4285.54,4310.01,183.095316,795046.50634858
2017-08-28 00:00:00,4310.01,4365.4,4124.54,4308.0,289.414587,1232450.49615706
2017-08-28 12:00:00,4309.0,4399.82,4271.03,4386.69,314.427029,1359210.02964247
2017-08-29 00:00:00,4353.65,4417.61,4313.55,4368.5,295.370462,1287552.64858831
2017-08-29 12:00:00,4368.5,4625.85,4347.59,4587.48,308.174566,1394931.0872416
2017-08-30 00:00:00,4564.52,4647.51,4416.01,4498.35,445.128309,2030069.45568902
2017-08-30 12:00:00,4537.0,4609.92,4416.16,4555.14,363.340462,1653645.23097221
2017-08-31 00:00:00,4555.14,4678.57,4555.14,4656.67,324.524617,1492369.48773823
2017-08-31 12:00:00,4674.97,4745.42,4631.41,4724.89,232.432185,1087509.23627361
2017-09-01 00:00:00,4689.89,4798.46,4654.88,4775.0,307.840767,1454638.8857119
2017-09-01 12:00:00,4775.0,4885.55,4725.81,4834.91,252.825599,1210526.67353426
2017-09-02 00:00:00,4796.16,4939.19,4473.35,4630.01,466.548012,2193110.89475715
2017-09-02 12:00:00,4669.75,4675.0,4286.87,4472.14,462.600583,2064613.05005985
2017-09-03 00:00:00,4508.5,4714.76,4456.8,4486.0,335.535161,1541936.73737655
2017-09-03 12:00:00,4475.23,4583.84,4298.33,4509.08,355.681037,1579116.01492526
2017-09-04 00:00:00,4505.0,4527.49,4052.0,4153.0,821.924754,3540295.51350047
2017-09-04 12:00:00,4153.0,4311.14,3972.51,4100.11,572.71986,2369651.97658927
2017-09-05 00:00:00,4106.97,4248.6,3603.0,4246.82,722.686125,2907968.36194498
2017-09-05 12:00:00,4248.64,4484.99,4096.06,4366.47,506.252032,2175484.82480573
2017-09-06 00:00:00,4366.49,4597.79,4335.26,4548.13,529.023331,2363509.94838557
2017-09-06 12:00:00,4544.59,4662.87,4422.28,4619.77,278.340395,1262836.10705766
2017-09-07 00:00:00,4619.77,4661.93,4438.19,4613.94,245.62961,1113457.63329177
2017-09-07 12:00:00,4616.79,4788.59,4586.13,4691.61,254.800365,1192337.50309138
2017-09-08 00:00:00,4691.66,4735.39,4586.13,4647.53,127.036328,588136.30354399
2017-09-08 12:00:00,4653.92,4690.83,4028.93,4282.8,1005.218718,4278390.92284938
2017-09-09 00:00:00,4282.8,4426.62,4150.06,4327.63,383.100668,1636892.30294295
2017-09-09 12:00:00,4331.82,4400.6,4159.64,4258.81,275.682284,1178491.16274403
2017-09-10 00:00:00,4258.81,4279.7,3801.0,4098.79,412.544427,1667667.39903318
2017-09-10 12:00:00,4069.43,4283.0,4043.17,4130.37,247.828848,1032704.40915893
2017-09-11 00:00:00,4153.62,4334.43,4098.91,4191.53,494.720202,2088751.16585841
2017-09-11 12:00:00,4191.54,4313.18,4158.84,4208.47,205.268863,868091.59664306
2017-09-12 00:00:00,4208.6,4394.59,4201.9,4340.1,344.964833,1487040.92636798
2017-09-12 12:00:00,4343.01,4345.92,4040.8,4163.72,534.665486,2238149.69692154
2017-09-13 00:00:00,4159.72,4165.38,3796.8,3832.0,515.871549,2031798.08641051
2017-09-13 12:00:00,3831.01,3991.01,3760.0,3944.69,397.590996,1538567.83930618
2017-09-14 00:00:00,3944.0,3993.0,3418.0,3481.02,697.680912,2597248.06930641
2017-09-14 12:00:00,3481.02,3666.0,3165.13,3189.02,967.340631,3317013.33530184
2017-09-15 00:00:00,3188.01,3460.0,2817.0,2919.0,921.291279,2892556.55564777
2017-09-15 12:00:00,2870.9,3856.0,2870.9,3700.0,1047.575213,3696210.63104669
2017-09-16 00:00:00,3674.01,3950.0,3470.66,3630.06,837.160812,3127855.9570055
2017-09-16 12:00:00,3630.06,3800.0,3531.01,3714.95,460.403141,1677022.29020733
2017-09-17 00:00:00,3685.23,3709.94,3499.02,3499.03,372.606569,1330868.3504166
2017-09-17 12:00:00,3499.03,3748.21,3499.03,3699.99,309.564641,1135621.92817806
2017-09-18 00:00:00,3690.0,4000.0,3690.0,3929.33,507.727306,1967559.05638487
