signal_number,signal_timestamp,entry_timestamp,exit_timestamp,upside_probability,forecast_return,position,exit_reason,exit_price,underlying_return,net_return,equity
30,2023-02-13 23:00:00,2023-02-14,2023-02-14 23:00:00,1.0,0.0068392665577821,1,time,22187.4,0.019355787210386888,0.17955787210386887,1.157453942366408
31,2023-02-14 23:00:00,2023-02-15,2023-02-15 23:00:00,0.6,0.0034181668142729,0,flat,,0.0,0.0,1.157453942366408
32,2023-02-15 23:00:00,2023-02-16,2023-02-16 23:00:00,0.2,-0.0104047174623755,0,flat,,0.0,0.0,1.157453942366408
33,2023-02-16 23:00:00,2023-02-17,2023-02-17 23:00:00,0.8,0.0138057659999745,0,flat,,0.0,0.0,1.157453942366408
34,2023-02-17 23:00:00,2023-02-18,2023-02-18 23:00:00,0.0,-0.014687684335781,0,flat,,0.0,0.0,1.157453942366408
35,2023-02-18 23:00:00,2023-02-19,2023-02-19 23:00:00,0.2,-0.006442571914486,0,flat,,0.0,0.0,1.157453942366408
36,2023-02-19 23:00:00,2023-02-20,2023-02-20 23:00:00,0.8,0.0112832591208237,0,flat,,0.0,0.0,1.157453942366408
37,2023-02-20 23:00:00,2023-02-21,2023-02-21 23:00:00,0.6,-4.700094366616447e-06,0,flat,,0.0,0.0,1.157453942366408
38,2023-02-21 23:00:00,2023-02-22,2023-02-22 23:00:00,0.8,0.0094406235425512,0,flat,,0.0,0.0,1.157453942366408
39,2023-02-22 23:00:00,2023-02-23,2023-02-23 23:00:00,0.6,-0.006223855228101,0,flat,,0.0,0.0,1.157453942366408
40,2023-02-23 23:00:00,2023-02-24,2023-02-24 23:00:00,1.0,0.0151201983854184,1,time,23175.6,-0.03147266671402971,-0.3287266671402971,0.7769679655239012
41,2023-02-24 23:00:00,2023-02-25,2023-02-25 23:00:00,0.4,-0.0054158859425429,0,flat,,0.0,0.0,0.7769679655239012
42,2023-02-25 23:00:00,2023-02-26,2023-02-26 23:00:00,1.0,0.0103586624100284,1,time,23545.3,0.017242571134786555,0.15842571134786554,0.9000596681565292
43,2023-02-26 23:00:00,2023-02-27,2023-02-27 23:00:00,0.4,0.0024082068661261,0,flat,,0.0,0.0,0.9000596681565292
44,2023-02-27 23:00:00,2023-02-28,2023-02-28 23:00:00,0.2,-0.0051118638202725,0,flat,,0.0,0.0,0.9000596681565292
45,2023-02-28 23:00:00,2023-03-01,2023-03-01 23:00:00,1.0,0.0096987464115247,1,time,23619.8,0.021189206950371187,0.19789206950371185,1.0781743385648488
46,2023-03-01 23:00:00,2023-03-02,2023-03-02 23:00:00,0.4,0.0035308862956079,0,flat,,0.0,0.0,1.0781743385648488
47,2023-03-02 23:00:00,2023-03-03,2023-03-03 23:00:00,0.8,0.0053470617638157,0,flat,,0.0,0.0,1.0781743385648488
48,2023-03-03 23:00:00,2023-03-04,2023-03-04 23:00:00,1.0,0.0127859282408651,1,time,22335.7,-0.000317775748786997,-0.01717775748786997,1.0596537212473371
49,2023-03-04 23:00:00,2023-03-05,2023-03-05 23:00:00,0.8,0.0021968229392855,0,flat,,0.0,0.0,1.0596537212473371
50,2023-03-05 23:00:00,2023-03-06,2023-03-06 23:00:00,0.4,-0.0017923929721581,0,flat,,0.0,0.0,1.0596537212473371
51,2023-03-06 23:00:00,2023-03-07,2023-03-07 23:00:00,1.0,0.0065072773093392,1,time,22187.1,-0.00937621388483334,-0.1077621388483334,0.9454631698071284
52,2023-03-07 23:00:00,2023-03-08,2023-03-08 23:00:00,0.2,-0.0071303926324305,0,flat,,0.0,0.0,0.9454631698071284
53,2023-03-08 23:00:00,2023-03-09,2023-03-09 23:00:00,0.4,0.0007757080706047,0,flat,,0.0,0.0,0.9454631698071284
54,2023-03-09 23:00:00,2023-03-10,2023-03-10 23:00:00,0.2,-0.0077448308028188,0,flat,,0.0,0.0,0.9454631698071284
55,2023-03-10 23:00:00,2023-03-11,2023-03-11 23:00:00,1.0,0.0264910597471239,1,time,20447.3,0.015243069864897762,0.1384306986489776,1.0763442969504062
56,2023-03-11 23:00:00,2023-03-12,2023-03-12 23:00:00,0.6,0.002440668358414,0,flat,,0.0,0.0,1.0763442969504062
57,2023-03-12 23:00:00,2023-03-13,2023-03-13 23:00:00,0.0,-0.0469667656586859,0,flat,,0.0,0.0,1.0763442969504062
58,2023-03-13 23:00:00,2023-03-14,2023-03-14 23:00:00,0.2,-0.0110659619291444,0,flat,,0.0,0.0,1.0763442969504062
59,2023-03-14 23:00:00,2023-03-15,2023-03-15 23:00:00,0.0,-0.0112507596475235,0,flat,,0.0,0.0,1.0763442969504062
60,2023-03-15 23:00:00,2023-03-16,2023-03-16 23:00:00,0.0,-0.0154470571887351,0,flat,,0.0,0.0,1.0763442969504062
61,2023-03-16 23:00:00,2023-03-17,2023-03-17 23:00:00,0.2,-0.0137260833159933,0,flat,,0.0,0.0,1.0763442969504062
62,2023-03-17 23:00:00,2023-03-18,2023-03-18 23:00:00,0.2,-0.010767564430872,0,flat,,0.0,0.0,1.0763442969504062
63,2023-03-18 23:00:00,2023-03-19,2023-03-19 23:00:00,0.2,-0.0076375339131081,0,flat,,0.0,0.0,1.0763442969504062
64,2023-03-19 23:00:00,2023-03-20,2023-03-20 23:00:00,0.0,-0.0198036815837199,0,flat,,0.0,0.0,1.0763442969504062
65,2023-03-20 23:00:00,2023-03-21,2023-03-21 23:00:00,0.6,-0.0046558006080326,0,flat,,0.0,0.0,1.0763442969504062
66,2023-03-21 23:00:00,2023-03-22,2023-03-22 23:00:00,0.0,-0.0169158753795685,0,flat,,0.0,0.0,1.0763442969504062
67,2023-03-22 23:00:00,2023-03-23,2023-03-23 23:00:00,1.0,0.0275202454073614,1,time,28284.1,0.03856604660385243,0.3716604660385243,1.476378919972902
68,2023-03-23 23:00:00,2023-03-24,2023-03-24 23:00:00,0.6,0.0092092653204451,0,flat,,0.0,0.0,1.476378919972902
69,2023-03-24 23:00:00,2023-03-25,2023-03-25 23:00:00,1.0,0.025761427549027,1,time,27447.3,0.00030248915776809326,-0.010975108422319068,1.4601755012537732
70,2023-03-25 23:00:00,2023-03-26,2023-03-26 23:00:00,1.0,0.0320577695711418,1,time,27954.3,0.018475472907983237,0.17075472907983236,1.7095073733793695
71,2023-03-26 23:00:00,2023-03-27,2023-03-27 23:00:00,0.8,0.0120775946142454,0,flat,,0.0,0.0,1.7095073733793695
72,2023-03-27 23:00:00,2023-03-28,2023-03-28 23:00:00,0.6,0.000985380089997,0,flat,,0.0,0.0,1.7095073733793695
73,2023-03-28 23:00:00,2023-03-29,2023-03-29 23:00:00,0.8,0.0075113929006557,0,flat,,0.0,0.0,1.7095073733793695
74,2023-03-29 23:00:00,2023-03-30,2023-03-30 23:00:00,1.0,0.0102652696420064,1,time,28015.0,-0.011419053869986429,-0.1281905386998643,1.4903647022744781
75,2023-03-30 23:00:00,2023-03-31,2023-03-31 23:00:00,0.4,0.0003480278422274,0,flat,,0.0,0.0,1.4903647022744781
76,2023-03-31 23:00:00,2023-04-01,2023-04-01 23:00:00,0.4,-0.0018573662840144,0,flat,,0.0,0.0,1.4903647022744781
77,2023-04-01 23:00:00,2023-04-02,2023-04-02 23:00:00,0.2,-0.0074714629154683,0,flat,,0.0,0.0,1.4903647022744781
78,2023-04-02 23:00:00,2023-04-03,2023-04-03 23:00:00,0.2,-0.0064851390166257,0,flat,,0.0,0.0,1.4903647022744781
79,2023-04-03 23:00:00,2023-04-04,2023-04-04 23:00:00,0.2,-0.0042684617938465,0,flat,,0.0,0.0,1.4903647022744781
80,2023-04-04 23:00:00,2023-04-05,2023-04-05 23:00:00,0.6,0.0013134785048587,0,flat,,0.0,0.0,1.4903647022744781
81,2023-04-05 23:00:00,2023-04-06,2023-04-06 23:00:00,0.0,-0.0051491489885984,0,flat,,0.0,0.0,1.4903647022744781
82,2023-04-06 23:00:00,2023-04-07,2023-04-07 23:00:00,0.6,-0.001127555619888,0,flat,,0.0,0.0,1.4903647022744781
83,2023-04-07 23:00:00,2023-04-08,2023-04-08 23:00:00,0.4,0.0004186123196979,0,flat,,0.0,0.0,1.4903647022744781
84,2023-04-08 23:00:00,2023-04-09,2023-04-09 23:00:00,0.4,-0.0033562816026199,0,flat,,0.0,0.0,1.4903647022744781
85,2023-04-09 23:00:00,2023-04-10,2023-04-10 23:00:00,0.2,-0.0042815946293457,0,flat,,0.0,0.0,1.4903647022744781
86,2023-04-10 23:00:00,2023-04-11,2023-04-11 23:00:00,0.2,-0.0150406138916925,0,flat,,0.0,0.0,1.4903647022744781
87,2023-04-11 23:00:00,2023-04-12,2023-04-12 23:00:00,0.0,-0.013691474125479,0,flat,,0.0,0.0,1.4903647022744781
88,2023-04-12 23:00:00,2023-04-13,2023-04-13 23:00:00,0.4,-0.0054016474895397,0,flat,,0.0,0.0,1.4903647022744781
89,2023-04-13 23:00:00,2023-04-14,2023-04-14 23:00:00,0.2,-0.0141459674411366,0,flat,,0.0,0.0,1.4903647022744781
90,2023-04-14 23:00:00,2023-04-15,2023-04-15 23:00:00,0.0,-0.0102304599121271,0,flat,,0.0,0.0,1.4903647022744781
91,2023-04-15 23:00:00,2023-04-16,2023-04-16 23:00:00,0.0,-0.0028884840730307,0,flat,,0.0,0.0,1.4903647022744781
92,2023-04-16 23:00:00,2023-04-17,2023-04-17 23:00:00,0.8,-0.001637571875846,0,flat,,0.0,0.0,1.4903647022744781
93,2023-04-17 23:00:00,2023-04-18,2023-04-18 23:00:00,0.6,-0.0008353559440856,0,flat,,0.0,0.0,1.4903647022744781
94,2023-04-18 23:00:00,2023-04-19,2023-04-19 23:00:00,1.0,0.0046602077830981,1,stop,28586.36412,-0.058599999999999985,-0.5999999999999999,0.5961458809097915
95,2023-04-19 23:00:00,2023-04-20,2023-04-20 23:00:00,0.4,0.0003407426523957,0,flat,,0.0,0.0,0.5961458809097915
96,2023-04-20 23:00:00,2023-04-21,2023-04-21 23:00:00,0.8,0.0014563459310872,0,flat,,0.0,0.0,0.5961458809097915
97,2023-04-21 23:00:00,2023-04-22,2023-04-22 23:00:00,0.8,0.0070397497935969,0,flat,,0.0,0.0,0.5961458809097915
98,2023-04-22 23:00:00,2023-04-23,2023-04-23 23:00:00,0.2,-0.0015635282858396,0,flat,,0.0,0.0,0.5961458809097915
99,2023-04-23 23:00:00,2023-04-24,2023-04-24 23:00:00,0.0,-0.0112749622633812,0,flat,,0.0,0.0,0.5961458809097915
100,2023-04-24 23:00:00,2023-04-25,2023-04-25 23:00:00,0.4,-0.0030002017228839,0,flat,,0.0,0.0,0.5961458809097915
101,2023-04-25 23:00:00,2023-04-26,2023-04-26 23:00:00,0.6,-0.0014746605736972,0,flat,,0.0,0.0,0.5961458809097915
102,2023-04-26 23:00:00,2023-04-27,2023-04-27 23:00:00,0.6,-0.0004051806334718,0,flat,,0.0,0.0,0.5961458809097915
103,2023-04-27 23:00:00,2023-04-28,2023-04-28 23:00:00,0.8,0.0077517694083302,0,flat,,0.0,0.0,0.5961458809097915
104,2023-04-28 23:00:00,2023-04-29,2023-04-29 23:00:00,0.6,0.0047290422354948,0,flat,,0.0,0.0,0.5961458809097915
105,2023-04-29 23:00:00,2023-04-30,2023-04-30 23:00:00,0.8,0.0024549735645797,0,flat,,0.0,0.0,0.5961458809097915
106,2023-04-30 23:00:00,2023-05-01,2023-05-01 23:00:00,0.4,0.0026010120453068,0,flat,,0.0,0.0,0.5961458809097915
107,2023-05-01 23:00:00,2023-05-02,2023-05-02 23:00:00,0.0,-0.0073180504885152,0,flat,,0.0,0.0,0.5961458809097915
108,2023-05-02 23:00:00,2023-05-03,2023-05-03 23:00:00,0.2,-0.0041593830151972,0,flat,,0.0,0.0,0.5961458809097915
109,2023-05-03 23:00:00,2023-05-04,2023-05-04 23:00:00,0.4,-0.0049083216381675,0,flat,,0.0,0.0,0.5961458809097915
110,2023-05-04 23:00:00,2023-05-05,2023-05-05 23:00:00,0.2,-0.0035587718119058,0,flat,,0.0,0.0,0.5961458809097915
111,2023-05-05 23:00:00,2023-05-06,2023-05-06 23:00:00,0.2,-0.001647614566909,0,flat,,0.0,0.0,0.5961458809097915
112,2023-05-06 23:00:00,2023-05-07,2023-05-07 23:00:00,0.6,-0.0021171485428846,0,flat,,0.0,0.0,0.5961458809097915
113,2023-05-07 23:00:00,2023-05-08,2023-05-08 23:00:00,0.2,-0.0039655734726982,0,flat,,0.0,0.0,0.5961458809097915
114,2023-05-08 23:00:00,2023-05-09,2023-05-09 23:00:00,0.4,-0.0044833651861184,0,flat,,0.0,0.0,0.5961458809097915
115,2023-05-09 23:00:00,2023-05-10,2023-05-10 23:00:00,0.6,0.0018725812833662,0,flat,,0.0,0.0,0.5961458809097915
116,2023-05-10 23:00:00,2023-05-11,2023-05-11 23:00:00,0.8,0.0101112096398492,0,flat,,0.0,0.0,0.5961458809097915
117,2023-05-11 23:00:00,2023-05-12,2023-05-12 23:00:00,1.0,0.0149021602940303,1,time,26785.1,-0.0063547061180276865,-0.07754706118027686,0.5499165198105098
118,2023-05-12 23:00:00,2023-05-13,2023-05-13 23:00:00,1.0,0.0080945481349705,1,time,26762.7,-0.0008400161283096397,-0.022400161283096395,0.5375983010745153
119,2023-05-13 23:00:00,2023-05-14,2023-05-14 23:00:00,0.6,0.0015135629532894,0,flat,,0.0,0.0,0.5375983010745153
120,2023-05-14 23:00:00,2023-05-15,2023-05-15 23:00:00,0.6,-0.0003065826670235,0,flat,,0.0,0.0,0.5375983010745153
121,2023-05-15 23:00:00,2023-05-16,2023-05-16 23:00:00,0.4,0.0024029929334315,0,flat,,0.0,0.0,0.5375983010745153
122,2023-05-16 23:00:00,2023-05-17,2023-05-17 23:00:00,0.2,0.0002603945033821,0,flat,,0.0,0.0,0.5375983010745153
123,2023-05-17 23:00:00,2023-05-18,2023-05-18 23:00:00,0.0,-0.0099596984300512,0,flat,,0.0,0.0,0.5375983010745153
124,2023-05-18 23:00:00,2023-05-19,2023-05-19 23:00:00,1.0,0.0068277962311586,1,time,26870.1,0.0022641312375508704,0.008641312375508704,0.542243855926643
125,2023-05-19 23:00:00,2023-05-20,2023-05-20 23:00:00,0.6,0.0007184449443806,0,flat,,0.0,0.0,0.542243855926643
126,2023-05-20 23:00:00,2023-05-21,2023-05-21 23:00:00,0.0,-0.0065592901539341,0,flat,,0.0,0.0,0.542243855926643
127,2023-05-21 23:00:00,2023-05-22,2023-05-22 23:00:00,0.8,0.0031112733000284,0,flat,,0.0,0.0,0.542243855926643
128,2023-05-22 23:00:00,2023-05-23,2023-05-23 23:00:00,0.0,-0.0091936779997913,0,flat,,0.0,0.0,0.542243855926643
129,2023-05-23 23:00:00,2023-05-24,2023-05-24 23:00:00,0.2,-0.004114756370843,0,flat,,0.0,0.0,0.542243855926643
130,2023-05-24 23:00:00,2023-05-25,2023-05-25 23:00:00,0.8,0.0040868824058099,0,flat,,0.0,0.0,0.542243855926643
131,2023-05-25 23:00:00,2023-05-26,2023-05-26 23:00:00,0.8,0.0047671755842384,0,flat,,0.0,0.0,0.542243855926643
132,2023-05-26 23:00:00,2023-05-27,2023-05-27 23:00:00,0.6,0.0004645074072963,0,flat,,0.0,0.0,0.542243855926643
133,2023-05-27 23:00:00,2023-05-28,2023-05-28 23:00:00,0.2,-0.0061876026857563,0,flat,,0.0,0.0,0.542243855926643
134,2023-05-28 23:00:00,2023-05-29,2023-05-29 23:00:00,0.6,-0.0006475539061581,0,flat,,0.0,0.0,0.542243855926643
135,2023-05-29 23:00:00,2023-05-30,2023-05-30 23:00:00,0.0,-0.0065732287307914,0,flat,,0.0,0.0,0.542243855926643
136,2023-05-30 23:00:00,2023-05-31,2023-05-31 23:00:00,0.2,-0.0074599791456678,0,flat,,0.0,0.0,0.542243855926643
137,2023-05-31 23:00:00,2023-06-01,2023-06-01 23:00:00,0.6,0.0007228567962325,0,flat,,0.0,0.0,0.542243855926643
138,2023-06-01 23:00:00,2023-06-02,2023-06-02 23:00:00,0.2,-0.0020144686871625,0,flat,,0.0,0.0,0.542243855926643
139,2023-06-02 23:00:00,2023-06-03,2023-06-03 23:00:00,0.4,-0.0028835992074277,0,flat,,0.0,0.0,0.542243855926643
140,2023-06-03 23:00:00,2023-06-04,2023-06-04 23:00:00,0.8,0.0010424549942892,0,flat,,0.0,0.0,0.542243855926643
141,2023-06-04 23:00:00,2023-06-05,2023-06-05 23:00:00,0.6,0.0035152560289862,0,flat,,0.0,0.0,0.542243855926643
142,2023-06-05 23:00:00,2023-06-06,2023-06-06 23:00:00,1.0,0.0177776779915767,1,time,27221.5,0.0586009504328282,0.572009504328282,0.8524124951802985
143,2023-06-06 23:00:00,2023-06-07,2023-06-07 23:00:00,0.4,-0.0080440495104972,0,flat,,0.0,0.0,0.8524124951802985
144,2023-06-07 23:00:00,2023-06-08,2023-06-08 23:00:00,0.4,-0.0018154649983477,0,flat,,0.0,0.0,0.8524124951802985
145,2023-06-08 23:00:00,2023-06-09,2023-06-09 23:00:00,0.4,-0.0051523581886966,0,flat,,0.0,0.0,0.8524124951802985
146,2023-06-09 23:00:00,2023-06-10,2023-06-10 23:00:00,0.4,-0.0004366842774886,0,flat,,0.0,0.0,0.8524124951802985
147,2023-06-10 23:00:00,2023-06-11,2023-06-11 23:00:00,0.4,-0.0025278110794684,0,flat,,0.0,0.0,0.8524124951802985
148,2023-06-11 23:00:00,2023-06-12,2023-06-12 23:00:00,0.8,0.0054711983884537,0,flat,,0.0,0.0,0.8524124951802985
149,2023-06-12 23:00:00,2023-06-13,2023-06-13 23:00:00,0.4,0.0001403666228355,0,flat,,0.0,0.0,0.8524124951802985
150,2023-06-13 23:00:00,2023-06-14,2023-06-14 23:00:00,0.4,-0.0038574331786789,0,flat,,0.0,0.0,0.8524124951802985
151,2023-06-14 23:00:00,2023-06-15,2023-06-15 23:00:00,1.0,0.0111414575776698,1,time,25586.1,0.01872120847749814,0.1732120847749814,1.0000606405587218
152,2023-06-15 23:00:00,2023-06-16,2023-06-16 23:00:00,0.0,-0.0056491396940135,0,flat,,0.0,0.0,1.0000606405587218
153,2023-06-16 23:00:00,2023-06-17,2023-06-17 23:00:00,0.0,-0.0126403437784781,0,flat,,0.0,0.0,1.0000606405587218
154,2023-06-17 23:00:00,2023-06-18,2023-06-18 23:00:00,0.2,-0.0128298007933185,0,flat,,0.0,0.0,1.0000606405587218
155,2023-06-18 23:00:00,2023-06-19,2023-06-19 23:00:00,0.8,0.000941694407836,0,flat,,0.0,0.0,1.0000606405587218
156,2023-06-19 23:00:00,2023-06-20,2023-06-20 23:00:00,0.4,-0.0020965053487895,0,flat,,0.0,0.0,1.0000606405587218
157,2023-06-20 23:00:00,2023-06-21,2023-06-21 23:00:00,0.4,-0.0109591944850939,0,flat,,0.0,0.0,1.0000606405587218
158,2023-06-21 23:00:00,2023-06-22,2023-06-22 23:00:00,1.0,0.018763260291445,1,time,29875.0,-0.0037847841672641325,-0.05184784167264132,0.9482096548039929
159,2023-06-22 23:00:00,2023-06-23,2023-06-23 23:00:00,0.6,-0.0031584466527196,0,flat,,0.0,0.0,0.9482096548039929
160,2023-06-23 23:00:00,2023-06-24,2023-06-24 23:00:00,0.4,-0.0050627386025025,0,flat,,0.0,0.0,0.9482096548039929
161,2023-06-24 23:00:00,2023-06-25,2023-06-25 23:00:00,0.2,-0.0032112967948382,0,flat,,0.0,0.0,0.9482096548039929
162,2023-06-25 23:00:00,2023-06-26,2023-06-26 23:00:00,0.2,-0.0097046675955413,0,flat,,0.0,0.0,0.9482096548039929
163,2023-06-26 23:00:00,2023-06-27,2023-06-27 23:00:00,1.0,0.0047574250002478,1,time,30683.2,0.013982108453045594,0.12582108453045593,1.0675144219336805
164,2023-06-27 23:00:00,2023-06-28,2023-06-28 23:00:00,0.2,-0.0060332282812744,0,flat,,0.0,0.0,1.0675144219336805
165,2023-06-28 23:00:00,2023-06-29,2023-06-29 23:00:00,0.8,0.0058545744113842,0,flat,,0.0,0.0,1.0675144219336805
166,2023-06-29 23:00:00,2023-06-30,2023-06-30 23:00:00,0.8,0.0030667371402336,0,flat,,0.0,0.0,1.0675144219336805
167,2023-06-30 23:00:00,2023-07-01,2023-07-01 23:00:00,1.0,0.0125248479983715,1,time,30573.6,0.0037228908542950023,0.023228908542950025,1.092311616809058
168,2023-07-01 23:00:00,2023-07-02,2023-07-02 23:00:00,0.8,0.0155154411199532,0,flat,,0.0,0.0,1.092311616809058
169,2023-07-02 23:00:00,2023-07-03,2023-07-03 23:00:00,0.4,0.0015720982427227,0,flat,,0.0,0.0,1.092311616809058
170,2023-07-03 23:00:00,2023-07-04,2023-07-04 23:00:00,0.2,-0.0025294125613984,0,flat,,0.0,0.0,1.092311616809058
171,2023-07-04 23:00:00,2023-07-05,2023-07-05 23:00:00,0.4,-0.0015769102511371,0,flat,,0.0,0.0,1.092311616809058
172,2023-07-05 23:00:00,2023-07-06,2023-07-06 23:00:00,0.0,-0.0047156254509912,0,flat,,0.0,0.0,1.092311616809058
173,2023-07-06 23:00:00,2023-07-07,2023-07-07 23:00:00,1.0,0.0106053515928352,1,time,30327.9,0.015183619365140011,0.1378361936514001,1.2428716923512253
174,2023-07-07 23:00:00,2023-07-08,2023-07-08 23:00:00,0.4,-0.0026421757070222,0,flat,,0.0,0.0,1.2428716923512253
175,2023-07-08 23:00:00,2023-07-09,2023-07-09 23:00:00,0.4,-0.001262688701919,0,flat,,0.0,0.0,1.2428716923512253
176,2023-07-09 23:00:00,2023-07-10,2023-07-10 23:00:00,0.8,0.0031033048016771,0,flat,,0.0,0.0,1.2428716923512253
177,2023-07-10 23:00:00,2023-07-11,2023-07-11 23:00:00,0.2,-0.0006956404271488,0,flat,,0.0,0.0,1.2428716923512253
178,2023-07-11 23:00:00,2023-07-12,2023-07-12 23:00:00,0.8,0.0019050632342754,0,flat,,0.0,0.0,1.2428716923512253
179,2023-07-12 23:00:00,2023-07-13,2023-07-13 23:00:00,0.4,-0.0004099974603953,0,flat,,0.0,0.0,1.2428716923512253
180,2023-07-13 23:00:00,2023-07-14,2023-07-14 23:00:00,0.0,-0.0172203012838046,0,flat,,0.0,0.0,1.2428716923512253
181,2023-07-14 23:00:00,2023-07-15,2023-07-15 23:00:00,0.8,0.0019278319174536,0,flat,,0.0,0.0,1.2428716923512253
182,2023-07-15 23:00:00,2023-07-16,2023-07-16 23:00:00,0.0,-0.0026774025107014,0,flat,,0.0,0.0,1.2428716923512253
183,2023-07-16 23:00:00,2023-07-17,2023-07-17 23:00:00,0.6,0.0036326930507201,0,flat,,0.0,0.0,1.2428716923512253
184,2023-07-17 23:00:00,2023-07-18,2023-07-18 23:00:00,0.6,0.0072011893341654,0,flat,,0.0,0.0,1.2428716923512253
185,2023-07-18 23:00:00,2023-07-19,2023-07-19 23:00:00,0.6,0.0039763241901654,0,flat,,0.0,0.0,1.2428716923512253
186,2023-07-19 23:00:00,2023-07-20,2023-07-20 23:00:00,1.0,0.0067318215743171,1,time,29791.0,-0.003495509357595572,-0.04895509357595572,1.1820267923492647
187,2023-07-20 23:00:00,2023-07-21,2023-07-21 23:00:00,0.4,0.0002355341168473,0,flat,,0.0,0.0,1.1820267923492647
188,2023-07-21 23:00:00,2023-07-22,2023-07-22 23:00:00,0.6,-0.0008865295494691,0,flat,,0.0,0.0,1.1820267923492647
189,2023-07-22 23:00:00,2023-07-23,2023-07-23 23:00:00,0.2,-0.0028913476631356,0,flat,,0.0,0.0,1.1820267923492647
190,2023-07-23 23:00:00,2023-07-24,2023-07-24 23:00:00,0.2,-0.0021444053492091,0,flat,,0.0,0.0,1.1820267923492647
191,2023-07-24 23:00:00,2023-07-25,2023-07-25 23:00:00,1.0,0.0152706839257916,1,time,29216.3,0.0018001769316755567,0.004001769316755567,1.186756990898471
192,2023-07-25 23:00:00,2023-07-26,2023-07-26 23:00:00,1.0,0.0069135075069397,1,time,29336.0,0.004100464810618654,0.027004648106186538,1.218804945825241
193,2023-07-26 23:00:00,2023-07-27,2023-07-27 23:00:00,0.8,0.0040622150472116,0,flat,,0.0,0.0,1.218804945825241
194,2023-07-27 23:00:00,2023-07-28,2023-07-28 23:00:00,0.6,0.0010623210140808,0,flat,,0.0,0.0,1.218804945825241
195,2023-07-28 23:00:00,2023-07-29,2023-07-29 23:00:00,0.4,-0.0016903054703259,0,flat,,0.0,0.0,1.218804945825241
196,2023-07-29 23:00:00,2023-07-30,2023-07-30 23:00:00,0.2,-0.0013366335368159,0,flat,,0.0,0.0,1.218804945825241
197,2023-07-30 23:00:00,2023-07-31,2023-07-31 23:00:00,0.2,-0.0009863344305474,0,flat,,0.0,0.0,1.218804945825241
198,2023-07-31 23:00:00,2023-08-01,2023-08-01 23:00:00,0.0,-0.0033517300818252,0,flat,,0.0,0.0,1.218804945825241
199,2023-08-01 23:00:00,2023-08-02,2023-08-02 23:00:00,0.2,-0.0069897612512289,0,flat,,0.0,0.0,1.218804945825241
200,2023-08-02 23:00:00,2023-08-03,2023-08-03 23:00:00,0.4,-0.000623739077,0,flat,,0.0,0.0,1.218804945825241
201,2023-08-03 23:00:00,2023-08-04,2023-08-04 23:00:00,0.4,-0.0012766308575678,0,flat,,0.0,0.0,1.218804945825241
202,2023-08-04 23:00:00,2023-08-05,2023-08-05 23:00:00,0.6,0.0003944894909471,0,flat,,0.0,0.0,1.218804945825241
203,2023-08-05 23:00:00,2023-08-06,2023-08-06 23:00:00,0.2,-0.0008368317606005,0,flat,,0.0,0.0,1.218804945825241
204,2023-08-06 23:00:00,2023-08-07,2023-08-07 23:00:00,0.0,-0.0035906159611568,0,flat,,0.0,0.0,1.218804945825241
205,2023-08-07 23:00:00,2023-08-08,2023-08-08 23:00:00,0.4,-0.0018239297008495,0,flat,,0.0,0.0,1.218804945825241
206,2023-08-08 23:00:00,2023-08-09,2023-08-09 23:00:00,0.2,-0.0045173965229006,0,flat,,0.0,0.0,1.218804945825241
207,2023-08-09 23:00:00,2023-08-10,2023-08-10 23:00:00,0.8,0.0031051549058594,0,flat,,0.0,0.0,1.218804945825241
208,2023-08-10 23:00:00,2023-08-11,2023-08-11 23:00:00,0.6,-0.0012488479071923,0,flat,,0.0,0.0,1.218804945825241
209,2023-08-11 23:00:00,2023-08-12,2023-08-12 23:00:00,0.4,-4.812513810747987e-05,0,flat,,0.0,0.0,1.218804945825241
210,2023-08-12 23:00:00,2023-08-13,2023-08-13 23:00:00,0.0,-0.0038537253319941,0,flat,,0.0,0.0,1.218804945825241
211,2023-08-13 23:00:00,2023-08-14,2023-08-14 23:00:00,0.6,0.0017007275341119,0,flat,,0.0,0.0,1.218804945825241
212,2023-08-14 23:00:00,2023-08-15,2023-08-15 23:00:00,0.4,-0.000435709627118,0,flat,,0.0,0.0,1.218804945825241
213,2023-08-15 23:00:00,2023-08-16,2023-08-16 23:00:00,0.4,0.0004179150050704,0,flat,,0.0,0.0,1.218804945825241
214,2023-08-16 23:00:00,2023-08-17,2023-08-17 23:00:00,1.0,0.0092251731709524,1,stop,27031.73616,-0.058599999999999985,-0.5999999999999999,0.4875219783300966
215,2023-08-17 23:00:00,2023-08-18,2023-08-18 23:00:00,1.0,0.0384973131273557,1,time,26042.1,-0.021330567424660996,-0.22730567424660997,0.3767054663357328
216,2023-08-18 23:00:00,2023-08-19,2023-08-19 23:00:00,0.4,-0.008847092784376,0,flat,,0.0,0.0,0.3767054663357328
217,2023-08-19 23:00:00,2023-08-20,2023-08-20 23:00:00,0.6,0.0002342105944044,0,flat,,0.0,0.0,0.3767054663357328
218,2023-08-20 23:00:00,2023-08-21,2023-08-21 23:00:00,0.8,0.0061727671016086,0,flat,,0.0,0.0,0.3767054663357328
219,2023-08-21 23:00:00,2023-08-22,2023-08-22 23:00:00,0.4,4.063993371723473e-05,0,flat,,0.0,0.0,0.3767054663357328
