upside_probability,n,actual_up_rate,signal_correct_rate,average_net_return
0.0,161,0.4968944099378882,0.5031055900621118,-0.002715114193652087
0.2,233,0.5107296137339056,0.4892703862660944,-0.0024571840517968553
0.4,256,0.4609375,0.5390625,-0.0007350074749357825
0.6,219,0.5114155251141552,0.5114155251141552,0.0015965789961689821
0.8,184,0.47282608695652173,0.47282608695652173,-0.0018405176549264831
1.0,128,0.6171875,0.6171875,0.004474631517356292
