signal_number,signal_timestamp,entry_timestamp,exit_timestamp,current_close,entry_open,exit_close,mean_final_pred_close,forecast_return,upside_probability,position,gross_return,net_return,actual_up,mean_pred_up,mean_pred_correct,prob_signal_correct,atr_24_pct,pre_vol_24,pre_vol_72,pre_abs_ret_24,future_vol_24,future_abs_ret_24,atr_24_pct_quintile,pre_vol_24_quintile,pre_vol_72_quintile,pre_abs_ret_24_quintile,future_vol_24_quintile,atr_24_pct_live_percentile,pre_vol_24_live_percentile,pre_vol_72_live_percentile
134,2023-05-28 23:00:00,2023-05-29,2023-05-29 23:00:00,28055.7,28055.8,27722.0,28037.532421875,-0.0006475539061581,0.6,1,-0.0118977181188916,-0.0132977181188916,False,False,True,False,0.005749574358627067,0.0036371437185719244,0.0027175592948376487,0.0026531298260540717,0.0025699027930763886,0.011965498089631823,2,3,1,3,2,0.2932330827067669,0.39097744360902253,0.09022556390977443
135,2023-05-29 23:00:00,2023-05-30,2023-05-30 23:00:00,27722.0,27722.1,27680.1,27539.776953125,-0.0065732287307914,0.0,-1,0.0015150367396409,0.0001150367396409,False,False,True,True,0.005324140874876768,0.002569902793076379,0.0028541915264012727,0.0020186600219818107,0.002615809098585735,0.0015125783314554175,2,2,1,2,2,0.2462686567164179,0.15671641791044777,0.1044776119402985
136,2023-05-30 23:00:00,2023-05-31,2023-05-31 23:00:00,27680.1,27680.0,27201.1,27473.60703125,-0.0074599791456678,0.2,-1,0.0173013005780346,0.0159013005780346,False,False,True,True,0.005252269078989359,0.0026158090985857244,0.0031129087821679864,0.0021475719956229877,0.0038774054477301815,0.017456329799006055,2,2,1,2,3,0.22962962962962963,0.16296296296296298,0.14074074074074075
137,2023-05-31 23:00:00,2023-06-01,2023-06-01 23:00:00,27201.1,27201.1,26805.3,27220.7625,0.0007228567962325,0.6,1,-0.0145508821334431,-0.0159508821334431,False,True,False,False,0.005644379577786687,0.003877405447730175,0.003050127895320751,0.002493280053673367,0.0038715735238332217,0.014657784502026247,2,3,1,2,3,0.29411764705882354,0.4632352941176471,0.13970588235294118
138,2023-06-01 23:00:00,2023-06-02,2023-06-02 23:00:00,26805.3,26805.3,27227.8,26751.3015625,-0.0020144686871625,0.2,-1,-0.0157618082991051,-0.0171618082991051,True,False,False,False,0.006116172299259244,0.003871573523833215,0.0034680696377662975,0.002470871027814958,0.0029680170431028497,0.015638881020297864,3,3,2,2,2,0.39416058394160586,0.45985401459854014,0.22627737226277372
139,2023-06-02 23:00:00,2023-06-03,2023-06-03 23:00:00,27227.8,27227.8,27054.9,27149.2859375,-0.0028835992074277,0.4,-1,0.0063501274432747,0.0049501274432747,False,False,True,True,0.005165370197616655,0.0029680170431028406,0.003602066417040395,0.0024037795012508134,0.00172732530722418,0.0063703752655630335,2,2,2,2,1,0.21014492753623187,0.26811594202898553,0.2608695652173913
140,2023-06-03 23:00:00,2023-06-04,2023-06-04 23:00:00,27054.9,27054.9,27102.4,27083.103515625,0.0010424549942892,0.8,1,0.0017556893575656,0.0003556893575656,True,True,True,True,0.0028773284445085213,0.001727325307224165,0.00299392106073569,0.0012113551545539132,0.0015953689446112798,0.001754149936572176,1,1,1,1,1,0.02158273381294964,0.05755395683453238,0.1366906474820144
141,2023-06-04 23:00:00,2023-06-05,2023-06-05 23:00:00,27102.4,27102.4,25714.7,27197.671875,0.0035152560289862,0.6,1,-0.0512021075624299,-0.0526021075624299,False,True,False,False,0.0031427106086545737,0.0015953689446112633,0.002188625446412692,0.0011667283622422235,0.00660594136119309,0.052559472033754766,1,1,1,1,5,0.04285714285714286,0.02857142857142857,0.014285714285714285
142,2023-06-05 23:00:00,2023-06-06,2023-06-06 23:00:00,25714.7,25714.6,27221.5,26171.84765625,0.0177776779915767,1.0,1,0.0586009504328282,0.0572009504328282,True,True,True,True,0.007563280924918433,0.006605941361193088,0.00411518632710843,0.0034672531464229697,0.0054213422644611,0.05694428942809415,4,5,3,4,4,0.5957446808510638,0.8297872340425532,0.41843971631205673
143,2023-06-06 23:00:00,2023-06-07,2023-06-07 23:00:00,27221.5,27221.5,26325.9,27002.52890625,-0.0080440495104972,0.4,-1,0.0329004647062064,0.0315004647062064,False,False,True,True,0.007619130711631148,0.005421342264461098,0.005291549899187079,0.0041852245423121825,0.005530736415019592,0.033453856774490025,4,4,4,4,4,0.6126760563380281,0.7183098591549296,0.6690140845070423
144,2023-06-07 23:00:00,2023-06-08,2023-06-08 23:00:00,26325.9,26325.9,26485.9,26278.10625,-0.0018154649983477,0.4,-1,-0.0060776649611218,-0.0074776649611218,True,False,False,False,0.008549090439453174,0.005530736415019594,0.0061304304347437255,0.004044276057859471,0.0032429338398078473,0.006059270448263806,4,4,5,4,2,0.7552447552447552,0.7482517482517482,0.7692307692307693
145,2023-06-08 23:00:00,2023-06-09,2023-06-09 23:00:00,26485.9,26486.0,26468.1,26349.43515625,-0.0051523581886966,0.4,-1,0.0006758287397116,-0.0007241712602883,False,False,True,True,0.005381322389145421,0.0032429338398078486,0.005024680775759036,0.0023677645157516767,0.001875727396821594,0.0006722816282212114,2,2,4,2,1,0.2708333333333333,0.3611111111111111,0.625
146,2023-06-09 23:00:00,2023-06-10,2023-06-10 23:00:00,26468.1,26468.2,25826.6,26456.541796875,-0.0004366842774886,0.4,-1,0.024240409245812,0.022840409245812,False,False,True,True,0.00417042905736842,0.0018757273968215958,0.0038704219065769947,0.0013166148921193166,0.007551343066463976,0.024535265733824762,1,1,2,1,5,0.11724137931034483,0.0896551724137931,0.3448275862068966
147,2023-06-10 23:00:00,2023-06-11,2023-06-11 23:00:00,25826.6,25826.6,25909.9,25761.315234375,-0.0025278110794684,0.4,-1,-0.0032253568026763,-0.0046253568026763,True,False,False,False,0.008457204329386502,0.007551343066463976,0.004829292955996953,0.00443204253867006,0.002582355969983898,0.003220166496821701,4,5,4,5,2,0.7465753424657534,0.8835616438356164,0.5753424657534246
148,2023-06-11 23:00:00,2023-06-12,2023-06-12 23:00:00,25909.9,25910.0,25894.8,26051.658203125,0.0054711983884537,0.8,1,-0.0005866460825936,-0.0019866460825936,False,True,False,False,0.004904495964862838,0.002582355969983897,0.004694380664629442,0.0021367876649514748,0.0024282181838167455,0.0005829587055860197,2,2,3,2,1,0.19727891156462585,0.17006802721088435,0.54421768707483
149,2023-06-12 23:00:00,2023-06-13,2023-06-13 23:00:00,25894.8,25894.8,25918.0,25898.434765625,0.0001403666228355,0.4,-1,-0.0008959327741477,-0.0022959327741477,True,True,True,False,0.005104950286029116,0.002428218183816745,0.00477579452333429,0.0017732377568792461,0.00308837888283685,0.0008955316659393416,2,1,4,1,2,0.22297297297297297,0.14864864864864866,0.5608108108108109
150,2023-06-13 23:00:00,2023-06-14,2023-06-14 23:00:00,25918.0,25918.0,25115.9,25818.023046875,-0.0038574331786789,0.4,-1,0.0309476039817886,0.0295476039817886,False,False,True,True,0.005856611878488561,0.0030883788828368493,0.0026766406603500547,0.0022034782689615007,0.008060429798400626,0.03143659629500662,2,2,1,2,5,0.348993288590604,0.3288590604026846,0.087248322147651
151,2023-06-14 23:00:00,2023-06-15,2023-06-15 23:00:00,25115.9,25115.9,25586.1,25395.727734375,0.0111414575776698,1.0,1,0.0187212084774981,0.0173212084774981,True,True,True,True,0.006442134265544941,0.008060429798400626,0.005141768366754041,0.00349088676768002,0.0033785259123544774,0.018548123556388647,3,5,4,4,2,0.47333333333333333,0.9066666666666666,0.64
152,2023-06-15 23:00:00,2023-06-16,2023-06-16 23:00:00,25586.1,25586.0,26336.0,25441.560546875,-0.0056491396940135,0.0,-1,-0.0293129054951926,-0.0307129054951926,True,False,False,False,0.005931768942251208,0.0033785259123544783,0.005346814379195413,0.0025984107482782313,0.003976641859721616,0.0288875892200544,3,2,4,2,3,0.36423841059602646,0.3973509933774834,0.6821192052980133
153,2023-06-16 23:00:00,2023-06-17,2023-06-17 23:00:00,26336.0,26335.9,26508.9,26003.10390625,-0.0126403437784781,0.0,-1,-0.0065689799854951,-0.0079689799854951,True,False,False,False,0.006005720939651687,0.003976641859721616,0.005575722555971826,0.0027967895856487366,0.0034069457576675387,0.006543701169450831,3,3,4,3,2,0.40131578947368424,0.506578947368421,0.7236842105263158
154,2023-06-17 23:00:00,2023-06-18,2023-06-18 23:00:00,26508.9,26508.8,26329.7,26168.79609375,-0.0128298007933185,0.2,-1,0.0067562469821341,0.0053562469821341,False,False,True,True,0.004804361302556257,0.0034069457576675405,0.0035675264921381103,0.0022994824287562534,0.0020997359777614843,0.006782946068124826,2,2,2,2,1,0.1830065359477124,0.39869281045751637,0.24183006535947713
155,2023-06-18 23:00:00,2023-06-19,2023-06-19 23:00:00,26329.7,26329.6,26828.5,26354.49453125,0.000941694407836,0.8,1,0.0189482559552747,0.0175482559552747,True,True,True,True,0.0041982058283991045,0.002099735977761489,0.00326992116823838,0.0015094956086218285,0.002852518437070111,0.018767175712504112,1,1,2,1,2,0.11688311688311688,0.1038961038961039,0.17532467532467533
156,2023-06-19 23:00:00,2023-06-20,2023-06-20 23:00:00,26828.5,26828.6,28290.6,26772.25390625,-0.0020965053487895,0.4,-1,-0.0544940846708363,-0.0558940846708363,True,False,False,False,0.005313224121114987,0.0028525184370701137,0.002831235158671532,0.002104532378505238,0.005293716132871065,0.05306483868782209,2,2,1,2,4,0.2645161290322581,0.25161290322580643,0.1032258064516129
157,2023-06-20 23:00:00,2023-06-21,2023-06-21 23:00:00,28290.6,28290.7,29988.5,27980.5578125,-0.0109591944850939,0.4,-1,-0.0600126543351702,-0.0614126543351702,True,False,False,False,0.008103692863825222,0.005293716132871064,0.0037683682374258956,0.004061943615614923,0.005781121337226326,0.05828438084150682,4,4,2,4,4,0.6666666666666666,0.6987179487179487,0.32051282051282054
158,2023-06-21 23:00:00,2023-06-22,2023-06-22 23:00:00,29988.5,29988.5,29875.0,30551.18203125,0.018763260291445,1.0,1,-0.0037847841672641,-0.0051847841672641,False,True,False,False,0.011229860335350771,0.005781121337226325,0.004804316429516352,0.004736393966251399,0.005485119805659454,0.0037919645861434616,5,4,4,5,4,0.9235668789808917,0.7770700636942676,0.5732484076433121
159,2023-06-22 23:00:00,2023-06-23,2023-06-23 23:00:00,29875.0,29875.0,30673.4,29780.64140625,-0.0031584466527196,0.6,1,0.0267246861924685,0.0253246861924685,True,False,False,True,0.00847182705718271,0.0054851198056594525,0.005571580387282065,0.003998456417602769,0.007430668512137753,0.026373819245732566,4,4,4,4,5,0.7658227848101266,0.7341772151898734,0.7278481012658228
160,2023-06-23 23:00:00,2023-06-24,2023-06-24 23:00:00,30673.4,30673.5,30524.2,30518.10859375,-0.0050627386025025,0.4,-1,0.0048673936785824,0.0034673936785824,False,False,True,True,0.009013510077135255,0.007430668512137753,0.006292097423414558,0.004048894912783411,0.0032817012392726964,0.004876017870283299,5,5,5,4,2,0.8113207547169812,0.8742138364779874,0.8176100628930818
161,2023-06-24 23:00:00,2023-06-25,2023-06-25 23:00:00,30524.2,30524.2,30458.0,30426.177734375,-0.0032112967948382,0.2,-1,0.0021687710079215,0.0007687710079215,False,False,True,True,0.004903759421486337,0.0032817012392726977,0.005611669971638004,0.0023235851851501157,0.002428799818268402,0.0021711261976248768,2,2,4,2,1,0.19375,0.3875,0.7375
162,2023-06-25 23:00:00,2023-06-26,2023-06-26 23:00:00,30458.0,30458.0,30260.1,30162.415234375,-0.0097046675955413,0.2,-1,0.0064974719285574,0.0050974719285574,False,False,True,True,0.005460251274979766,0.002428799818268404,0.004861897595777004,0.001928617306425832,0.004513797493343481,0.006518672382086252,2,1,4,2,3,0.30434782608695654,0.14906832298136646,0.5838509316770186
163,2023-06-26 23:00:00,2023-06-27,2023-06-27 23:00:00,30260.1,30260.1,30683.2,30404.06015625,0.0047574250002478,1.0,1,0.0139821084530455,0.0125821084530455,True,True,True,True,0.006995185078701012,0.0045137974933434815,0.003464895575699041,0.003172866956999698,0.004036463945150492,0.013885260489701309,3,3,2,3,3,0.5617283950617284,0.5802469135802469,0.2222222222222222
164,2023-06-27 23:00:00,2023-06-28,2023-06-28 23:00:00,30683.2,30683.2,30066.3,30498.08125,-0.0060332282812744,0.2,-1,0.020105464879804,0.018705464879804,False,False,True,True,0.005926288653073998,0.004036463945150492,0.0037315827344860564,0.0029102533617882584,0.002979270527486751,0.02031033033295824,3,3,2,3,2,0.36809815950920244,0.5153374233128835,0.3067484662576687
165,2023-06-28 23:00:00,2023-06-29,2023-06-29 23:00:00,30066.3,30066.3,30439.9,30242.325390625,0.0058545744113842,0.8,1,0.0124258721558689,0.0110258721558689,True,True,True,True,0.006218063634922384,0.0029792705274867535,0.003885988674612085,0.0025159723983773454,0.002757272007571725,0.012349304632816182,3,2,2,2,2,0.4329268292682927,0.2865853658536585,0.36585365853658536
166,2023-06-29 23:00:00,2023-06-30,2023-06-30 23:00:00,30439.9,30439.9,30460.2,30533.251171875,0.0030667371402336,0.8,1,0.0006668878675686,-0.0007331121324313,True,True,True,True,0.0054817032907467055,0.0027572720075717248,0.0033247598111618088,0.001969704866879788,0.00708812154650709,0.0006666655966690321,2,2,2,2,5,0.30303030303030304,0.20606060606060606,0.17575757575757575
167,2023-06-30 23:00:00,2023-07-01,2023-07-01 23:00:00,30460.2,30460.2,30573.6,30841.709375,0.0125248479983715,1.0,1,0.003722890854295,0.002322890854295,True,True,True,True,0.009675467221707885,0.007088121546507088,0.004683479192539486,0.0038660661937513683,0.0008196791920565601,0.003715978047908669,5,5,3,4,1,0.8614457831325302,0.8554216867469879,0.536144578313253
168,2023-07-01 23:00:00,2023-07-02,2023-07-02 23:00:00,30573.6,30573.6,30612.7,31047.962890625,0.0155154411199532,0.8,1,0.0012788811262005,-0.0001211188737994,True,True,True,True,0.0025345941160565782,0.000819679192056529,0.004358778455138314,0.0006169937313297661,0.001717328675613697,0.0012780640542841275,1,1,3,1,1,0.005988023952095809,0.0,0.49700598802395207
