signals,mean_forecast_direction_accuracy,probability_signal_accuracy,gross_trade_win_rate,net_trade_win_rate,average_net_return,total_compounded_return
1181,0.5139712108382727,0.5173581710414903,0.5173581710414903,0.4775613886536833,-0.0005199583378103929,-0.6257006263810521
