p_rule,filters,side,leverage,train_trades,train_accuracy,train_avg_net,train_total_return,train_max_drawdown,val_trades,val_accuracy,val_avg_net,val_total_return,val_max_drawdown,test_trades,test_accuracy,test_avg_net,test_total_return,test_max_drawdown
long_p100,high_volume,1,1.0,8,0.375,-0.020792557618776533,-0.1590873059965615,-0.17374541471415383,3,0.6666666666666666,0.00216345114124046,0.005322979572108144,-0.03282015746138567,4,0.75,0.013629647627793881,0.05537286191815172,0.0
long_p100,high_volume,1,2.0,8,0.375,-0.041585115237553066,-0.3033901551359489,-0.32725955976567167,3,0.6666666666666666,0.00432690228248092,0.008294542674140759,-0.06564031492277167,4,0.75,0.027259295255587762,0.11245693631837561,0.0
long_p100,high_volume,1,3.0,8,0.375,-0.06237767285632961,-0.43267045042672325,-0.46133869428890506,3,0.6666666666666666,0.006490353423721381,0.008889686155824528,-0.09846047238415745,4,0.75,0.04088894288338164,0.17125534787111185,0.0
long_p100,high_volume,1,5.0,8,0.375,-0.10396278809388268,-0.6463684410589785,-0.6751806132921759,3,0.6666666666666666,0.01081725570620229,0.002850701657052257,-0.16410078730692912,4,0.75,0.06814823813896939,0.2940018155709623,0.0
long_p100,high_volume,1,10.0,8,0.375,-0.20792557618776536,-0.9431239847992386,-0.9516937241481929,3,0.6666666666666666,0.02163451141240458,-0.05558432346511766,-0.32820157461385824,4,0.75,0.13629647627793878,0.63086178844091,0.0
long_p100,low_volume,1,1.0,23,0.6086956521739131,-0.0008746385844085367,-0.025777281870225877,-0.11204982462573376,7,0.7142857142857143,0.00019361199794989343,0.0001316840970277955,-0.04888056947968866,9,0.5555555555555556,0.01081559788505052,0.09883273708784612,-0.01906748526991986
long_p100,low_volume,1,2.0,23,0.6086956521739131,-0.0017492771688170734,-0.06253568047669356,-0.2189140290469388,7,0.7142857142857143,0.00038722399589978686,-0.002237555354090426,-0.09686446657071579,9,0.5555555555555556,0.02163119577010104,0.20039896398193346,-0.03808211798542949
long_p100,low_volume,1,3.0,23,0.6086956521739131,-0.0026239157532256165,-0.10954937301495582,-0.3198966840040076,7,0.7142857142857143,0.0005808359938496783,-0.007185563696966102,-0.14395169127308105,9,0.5555555555555556,0.03244679365515155,0.3043077184919716,-0.057043898146529104
long_p100,low_volume,1,5.0,23,0.6086956521739131,-0.004373192922042697,-0.23005990664327147,-0.5020158382424041,7,0.7142857142857143,0.0009680599897494552,-0.02510986606212451,-0.2354361235118262,9,0.5555555555555556,0.05407798942525258,0.5175040791410144,-0.09480890080549764
long_p100,low_volume,1,10.0,23,0.6086956521739131,-0.008746385844085394,-0.6122575650050418,-0.8279090052722395,7,0.7142857142857143,0.0019361199794989104,-0.11970284368220507,-0.44845543730710824,9,0.5555555555555556,0.10815597885050517,1.0612440446397908,-0.18829648775074026
long_p100,rsi_hot,1,1.0,9,0.2222222222222222,-0.010590375060791047,-0.09280840753909247,-0.11085374119401714,6,0.8333333333333334,0.002237917260062537,0.01231417171922855,-0.03731352550729661,5,0.8,0.030631052556679795,0.16091556483905567,0.0
long_p100,rsi_hot,1,2.0,9,0.2222222222222222,-0.021180750121582093,-0.18063118726495553,-0.21265470573943812,6,0.8333333333333334,0.004475834520125074,0.022296279367533645,-0.07462705101459333,5,0.8,0.06126210511335959,0.3378643126039158,0.0
long_p100,rsi_hot,1,3.0,9,0.2222222222222222,-0.03177112518237314,-0.2635168655928878,-0.30594641203478923,6,0.8333333333333334,0.00671375178018761,0.029785502034529454,-0.11194057652188993,5,0.8,0.09189315767003939,0.5316174999207315,0.0
long_p100,rsi_hot,1,5.0,9,0.2222222222222222,-0.05295187530395525,-0.41474522536082203,-0.46906078235475646,6,0.8333333333333334,0.011189586300312679,0.03662373795934615,-0.18656762753648326,5,0.8,0.15315526278339897,0.9726336134893494,0.0
long_p100,rsi_hot,1,10.0,9,0.2222222222222222,-0.1059037506079105,-0.7124232708328004,-0.761676409675707,6,0.8333333333333334,0.022379172600625358,-0.0018727569746544992,-0.3731352550729665,5,0.8,0.30631052556679794,2.4234879990119325,0.0
long_p100,rsi_cold,1,1.0,30,0.6666666666666666,0.0038524525353482416,0.10677697918047091,-0.09987377609919035,11,0.7272727272727273,0.015930243438526757,0.18388232558885975,-0.03282015746138567,24,0.625,0.007997348412112368,0.19861736867067536,-0.06322192200064825
long_p100,rsi_cold,1,2.0,30,0.6666666666666666,0.007704905070696483,0.19120507068949233,-0.19550554570063494,11,0.7272727272727273,0.031860486877053514,0.38478498801579963,-0.06564031492277167,24,0.625,0.015994696824224736,0.40873461417211177,-0.1237635972169645
long_p100,rsi_cold,1,3.0,30,0.6666666666666666,0.011557357606044724,0.2466403519202045,-0.28694198860923525,11,0.7272727272727273,0.047790730315580274,0.602039202203374,-0.09846047238415745,24,0.625,0.023992045236337103,0.6271214898963802,-0.18168224541897882
long_p100,rsi_cold,1,5.0,30,0.6666666666666666,0.019262262676741193,0.25001159396208084,-0.45741561356751226,11,0.7272727272727273,0.07965121719263378,1.0811299278787954,-0.16410078730692912,24,0.625,0.03998674206056183,1.0731818640928057,-0.2898793398602211
