slug,asset,timeframe,sample_count,score_col,side,long_threshold,short_threshold,min_abs_pred_ret,train_trades,train_accuracy,validation_trades,validation_accuracy,test_trades,test_accuracy,test_avg_directional_edge,test_avg_original_net_return,raw_forecast_direction_accuracy,raw_threshold_signal_accuracy,raw_total_return,raw_max_drawdown,approx_horizon_hours
btc_1h,btc,1h,20,score_raw,short,0.55,0.35,0.002,62,0.3870967741935484,18,0.6111111111111112,25,0.72,0.007284554625000483,0.005884554625000483,0.5261845386533666,0.5078864353312302,-0.3461424058507232,-0.5170580765961006,24.0
