asset,signal_number,signal_timestamp,entry_timestamp,exit_timestamp,current_close,entry_open,exit_close,mean_final_pred_close,forecast_return,upside_probability,position,gross_return,net_return,ret_24,ret_72,ret_168,ret_288,atr_24_pct,atr_72_pct,vol_24,vol_72,volume_ratio_24,rsi_14,above_sma_72,above_sma_168,above_sma_288,atr_24_pct_pct,atr_72_pct_pct,vol_24_pct,vol_72_pct,volume_ratio_24_pct,rsi_14_pct,path_max_up,path_max_down,split
zec_5m,1,2026-01-27 05:55:00,2026-01-27 06:00:00,2026-01-27 07:55:00,371.68,371.68,382.74,371.9476684570312,0.0007201583540445,0.4,-1,-0.0297567800258287,-0.0311567800258287,0.011154034495892029,0.011016511166118237,0.03230106929593113,0.06194285714285708,0.003077243865690909,0.0034767063662887888,0.001966587252386931,0.0022646517489678677,2.4007343712400697,66.07369758576904,True,True,True,0.026785714285714284,0.003472222222222222,0.026865671641791045,0.010452961672473868,0.9345238095238095,0.7391304347826086,0.03583727938011183,-0.0015066724063710346,train
zec_5m,2,2026-01-27 07:55:00,2026-01-27 08:00:00,2026-01-27 09:55:00,382.74,382.74,378.67,382.5321472167969,-0.0005430652223523,0.4,-1,0.0106338506557976,0.0092338506557976,0.02975678002582871,0.03765758438389577,0.06198668146503894,0.08692812313634168,0.004698576927766427,0.0037452898108956837,0.004074415842227097,0.0030312923712119003,0.35706214300325717,82.33875828812538,True,True,True,0.6333333333333333,0.12179487179487179,0.8440111420612814,0.5466237942122186,0.20277777777777778,0.9506849315068493,0.007106652035324235,-0.01774050269112193,train
zec_5m,3,2026-01-27 09:55:00,2026-01-27 10:00:00,2026-01-27 11:55:00,378.67,378.67,379.55,379.91608276367185,0.0032906825565052,0.6,1,0.0023239232049012,0.0009239232049012,-0.010633850655797694,0.030170303063278725,0.043340497051854276,0.09233831419835004,0.005180412144259298,0.004316643339407213,0.003143016126455323,0.003209628170236362,0.3089769140902988,46.33757961783461,True,True,True,0.7780821917808219,0.4017857142857143,0.6602739726027397,0.6746268656716418,0.16164383561643836,0.27671232876712326,0.01449811181239613,-0.003908416299152395,train
zec_5m,4,2026-01-27 11:55:00,2026-01-27 12:00:00,2026-01-27 13:55:00,379.55,379.54,379.06,378.8909240722657,-0.0017364666782621,0.6,1,-0.0012646888338515,-0.0026646888338515,0.002323923204901268,0.0211741282823934,0.02312855486966603,0.07481663976439279,0.005272691345013829,0.005059719843674518,0.0034478408965144813,0.0035941193598359664,0.3452544065474637,45.315024232633405,True,True,True,0.7698630136986301,0.7277777777777777,0.7506849315068493,0.7743732590529248,0.21095890410958903,0.2602739726027397,0.012963060546977712,-0.005058755335406007,train
zec_5m,5,2026-01-27 13:55:00,2026-01-27 14:00:00,2026-01-27 15:55:00,379.06,379.17,383.33,381.65302734375,0.0068406778445364,0.8,1,0.0109713321201569,0.0095713321201569,-0.0012910025029641004,-0.00961488216543871,0.031091042624377785,0.06143593189964158,0.004229761339453744,0.004894783587470764,0.003110079333504537,0.003199584237082883,0.4220101271936787,41.09062980030727,False,True,True,0.3424657534246575,0.6794520547945205,0.6246575342465753,0.6356164383561644,0.3041095890410959,0.16712328767123288,0.014874594509059147,-0.0018197642218530374,train
zec_5m,6,2026-01-27 15:55:00,2026-01-27 16:00:00,2026-01-27 17:55:00,383.33,383.35,385.42,385.6726867675781,0.0061114099276814,0.8,1,0.0053997652275987,0.0039997652275987,0.011264707434179178,0.012306229698682225,0.03925715060322621,0.06465768643243996,0.004900042609066164,0.004767795082276079,0.002601646963574958,0.003037340818502306,1.025709522300245,63.72646184340933,True,True,True,0.6767123287671233,0.5698630136986301,0.29041095890410956,0.4520547945205479,0.6273972602739726,0.7095890410958904,0.04293726359723493,0.0,train
zec_5m,7,2026-01-27 17:55:00,2026-01-27 18:00:00,2026-01-27 19:55:00,385.42,385.39,391.68,384.9358520507813,-0.0012561567879683,0.4,-1,-0.0163211292456992,-0.0177211292456992,0.005452221323663853,0.015465683045712053,0.04853365253822317,0.0694228634850167,0.00776858146091709,0.005600672282473954,0.006015183217035635,0.004134364547192235,0.9682984931903449,17.72650534608907,True,True,True,0.9780821917808219,0.8410958904109589,0.9972602739726028,0.9780821917808219,0.6054794520547945,0.005479452054794521,0.03012532759023334,-0.006668569501024901,train
zec_5m,8,2026-01-27 19:55:00,2026-01-27 20:00:00,2026-01-27 21:55:00,391.68,391.68,399.34,390.6911010742187,-0.0025247623717862,0.4,-1,-0.0195567810457515,-0.0209567810457515,0.016242021690623165,0.03329288239328876,0.05380972879896695,0.07918664242023477,0.005947669866557725,0.006129223969680459,0.0036019703150349373,0.004260294966835197,0.9577261872137179,40.46721929163527,True,True,True,0.7616438356164383,0.915068493150685,0.673972602739726,0.9671232876712329,0.6109589041095891,0.1589041095890411,0.02885008169934644,-0.0004340277777777901,train
zec_5m,9,2026-01-27 21:55:00,2026-01-27 22:00:00,2026-01-27 23:55:00,399.34,399.28,399.83,394.055615234375,-0.0132327960275078,0.0,-1,-0.0013774794630334,-0.0027774794630334,0.019556781045751537,0.041765580570265914,0.04337147933322871,0.07647518667277664,0.005076083871721684,0.006135818545043766,0.003171333370734372,0.0043868344264248625,0.2872231328928418,47.094801223241355,True,True,True,0.5561643835616439,0.873972602739726,0.4712328767123288,0.9698630136986301,0.12054794520547946,0.3287671232876712,0.014275696253255976,-0.0037066720096171624,train
zec_5m,10,2026-01-27 23:55:00,2026-01-28 00:00:00,2026-01-28 01:55:00,399.83,399.82,398.08,398.8567443847657,-0.0024341735618496,0.4,-1,0.0043519583812715,0.0029519583812715,0.0012270245905745547,0.03738778475429383,0.05587978979058272,0.08758806408617348,0.0043716496177542054,0.005089315736965987,0.0022978538882577207,0.0030465043444329273,0.34241856469205667,35.71428571428541,True,True,True,0.36712328767123287,0.5917808219178082,0.0958904109589041,0.3013698630136986,0.18904109589041096,0.09863013698630137,0.006227802511129976,-0.009779400730328569,train
