asset,signal_number,signal_timestamp,entry_timestamp,exit_timestamp,current_close,entry_open,exit_close,mean_final_pred_close,forecast_return,upside_probability,position,gross_return,net_return,ret_24,ret_72,ret_288,atr_24_pct,vol_24,vol_72,volume_ratio_24,rsi_14,above_sma_24,above_sma_72,above_sma_288,atr_24_pct_live_pct,vol_24_live_pct,vol_72_live_pct,volume_ratio_24_live_pct,rsi_14_live_pct,ret_24_live_pct,ret_72_live_pct,actual_up_current,actual_up_entry,mean_pred_up,mean_pred_correct,prob_signal_correct,future_abs_ret
btc_5m,1,2026-01-27 05:55:00,2026-01-27 06:00:00,2026-01-27 07:55:00,88424.0,88424.1,88282.6,88493.3328125,0.0007840949572514,0.6,1,-0.0016002424678339,-0.0030002424678339,-0.003601386466179024,0.0014043035107587087,0.007380132655548932,0.0009179257516812794,0.0005521132722689634,0.0007642826936471923,0.42031611312976225,37.54871395167541,False,False,True,0.08333333333333333,0.011940298507462687,0.006968641114982578,0.05654761904761905,0.1565217391304348,0.0955223880597015,0.3797909407665505,False,False,True,False,False,0.0016003933093632205
btc_5m,2,2026-01-27 07:55:00,2026-01-27 08:00:00,2026-01-27 09:55:00,88282.6,88287.9,87852.8,88320.509375,0.0004294093626603,0.6,1,-0.0049281951433887,-0.0063281951433887,-0.0015991133628878718,-0.0026942728908700975,0.0035648921779263265,0.0007426907076441804,0.0005513415024122921,0.0006792746214485411,0.5885204442662295,49.18699186991891,False,False,True,0.025,0.06406685236768803,0.012861736334405145,0.19166666666666668,0.3972602739726027,0.2618384401114206,0.10932475884244373,False,False,True,False,False,0.004880346064142302
btc_5m,3,2026-01-27 09:55:00,2026-01-27 10:00:00,2026-01-27 11:55:00,87852.8,87854.0,87955.1,87805.75,-0.0005355549282436,0.6,1,0.0011507728731761,-0.0002492271268238,-0.004868456524841802,-0.01003790695892437,0.002543652337843705,0.0009087644332337756,0.0005839372576949157,0.00055757310241706,1.4724311833009385,31.350741457125608,False,False,False,0.1917808219178082,0.13972602739726028,0.01791044776119403,0.8383561643835616,0.1726027397260274,0.08493150684931507,0.0,True,True,False,False,True,0.0011637703601025525
btc_5m,4,2026-01-27 11:55:00,2026-01-27 12:00:00,2026-01-27 13:55:00,87955.1,87955.1,87945.2,87932.4015625,-0.000258068463341,0.6,1,-0.0001125574298705,-0.0015125574298705,0.0011644478035988115,-0.005302858952320522,0.0016524313859469508,0.0008294004554596689,0.0005870450784820483,0.0005755989578719752,1.1825803216596347,65.00802568218333,True,False,False,0.15616438356164383,0.1726027397260274,0.0807799442896936,0.6986301369863014,0.8575342465753425,0.5863013698630137,0.14206128133704735,False,False,False,True,False,0.00011256376493348296
btc_5m,5,2026-01-27 13:55:00,2026-01-27 14:00:00,2026-01-27 15:55:00,87945.2,87945.1,87999.8,88045.9484375,0.0011455819931047,0.6,1,0.0006219789391335,-0.0007780210608664,-0.00011255742987059669,-0.0038218176628238565,0.0002866242038215283,0.0008662117621731536,0.0007307222615113146,0.0006379500208758491,0.8276246328778335,49.70166306969678,False,False,False,0.25753424657534246,0.3863013698630137,0.1917808219178082,0.4438356164383562,0.5013698630136987,0.44931506849315067,0.23013698630136986,True,True,True,True,True,0.0006206485180333716
btc_5m,6,2026-01-27 15:55:00,2026-01-27 16:00:00,2026-01-27 17:55:00,87999.8,88000.1,87507.7,88090.396875,0.0010295122829823,0.6,1,-0.0055954481869907,-0.0069954481869907,0.0006208411601771324,0.0016732534421213252,0.004453849806413945,0.002502231065676656,0.0015241785690193808,0.0010186515939839583,0.69514061570582,57.031539888682744,True,True,False,0.9013698630136986,0.8794520547945206,0.7068493150684931,0.27123287671232876,0.673972602739726,0.5534246575342465,0.6164383561643836,False,False,True,False,False,0.005607752256555276
btc_5m,7,2026-01-27 17:55:00,2026-01-27 18:00:00,2026-01-27 19:55:00,87507.7,87507.8,88378.1,87394.1609375,-0.0012974751079047,0.4,-1,-0.0099453991529898,-0.0113453991529898,-0.005592058163768621,-0.005086686275156405,-0.001707785081464852,0.002785088245567715,0.0019585316804410146,0.0014770681881170519,0.4234232967007403,21.149022762765412,False,False,False,0.9205479452054794,0.9068493150684932,0.8027397260273973,0.057534246575342465,0.024657534246575342,0.06027397260273973,0.18356164383561643,True,True,False,False,False,0.009897411903223246
btc_5m,8,2026-01-27 19:55:00,2026-01-27 20:00:00,2026-01-27 21:55:00,88378.1,88378.2,89039.6,88391.4359375,0.0001508964041996,0.4,-1,-0.0074837459916585,-0.0088837459916585,0.009946553274740477,0.004922383484260662,0.004689333102940285,0.0019476921695910255,0.00124727118484513,0.0016032979780468313,0.7881785826749741,71.31627216350809,True,True,True,0.6876712328767123,0.6904109589041096,0.8136986301369863,0.38904109589041097,0.8712328767123287,0.9726027397260274,0.7561643835616438,True,True,True,True,False,0.007457013199196804
btc_5m,9,2026-01-27 21:55:00,2026-01-27 22:00:00,2026-01-27 23:55:00,89039.6,89039.5,89196.8,88901.0640625,-0.0015558912832043,0.4,-1,-0.0017666316634752,-0.0031666316634752,0.007484885961567489,0.011815935945308942,0.011510183308643951,0.0020959307244566875,0.0014709086431207252,0.0015902865586106983,0.9222021793893572,26.44811779413706,False,True,True,0.7041095890410959,0.7643835616438356,0.7397260273972602,0.5315068493150685,0.07397260273972603,0.8794520547945206,0.936986301369863,True,True,False,False,False,0.0017639499087829594
btc_5m,10,2026-01-27 23:55:00,2026-01-28 00:00:00,2026-01-28 01:55:00,89196.8,89196.9,89359.8,88952.8875,-0.0027345431674679,0.2,-1,-0.0018262966538076,-0.0032262966538076,0.0017655065835875394,0.01930230139747713,0.01015628539071356,0.0012902181842098968,0.0008049795155277528,0.001197993657687816,0.7358187368297897,49.33234421364968,False,True,True,0.473972602739726,0.3698630136986301,0.6109589041095891,0.32054794520547947,0.4273972602739726,0.589041095890411,0.989041095890411,True,True,False,False,False,0.0018257521175725684
