asset,signal_number,signal_timestamp,entry_timestamp,exit_timestamp,current_close,entry_open,exit_close,mean_final_pred_close,forecast_return,upside_probability,position,gross_return,net_return
sol_5m,269,2026-02-18 13:55:00,2026-02-18 14:00:00,2026-02-18 15:55:00,82.54,82.54,82.96,82.81845550537109,0.003373582570524403,0.8,1,0.005088441967530777,0.0036884419675307766
sol_5m,270,2026-02-18 15:55:00,2026-02-18 16:00:00,2026-02-18 17:55:00,82.96,82.96,82.12,82.65758361816407,-0.00364532764990273,0.6,1,-0.010125361620057727,-0.011525361620057727
sol_5m,271,2026-02-18 17:55:00,2026-02-18 18:00:00,2026-02-18 19:55:00,82.12,82.13,80.87,82.3406494140625,0.002686914443040611,0.8,1,-0.015341531718007895,-0.016741531718007893
sol_5m,272,2026-02-18 19:55:00,2026-02-18 20:00:00,2026-02-18 21:55:00,80.87,80.87,81.22,80.91685333251954,0.0005793660506927756,0.6,1,0.004327933720786437,0.0029279337207864364
sol_5m,273,2026-02-18 21:55:00,2026-02-18 22:00:00,2026-02-18 23:55:00,81.22,81.25,81.55,80.69415740966797,-0.006474299314602683,0.0,-1,-0.0036923076923076614,-0.005092307692307662
sol_5m,274,2026-02-18 23:55:00,2026-02-19 00:00:00,2026-02-19 01:55:00,81.55,81.55,81.82,81.12455291748047,-0.005217008982458959,0.2,-1,-0.003310852237890849,-0.004710852237890849
sol_5m,275,2026-02-19 01:55:00,2026-02-19 02:00:00,2026-02-19 03:55:00,81.82,81.83,81.73,81.69486694335937,-0.00152937003960667,0.2,-1,0.0012220457045092337,-0.00017795429549076632
sol_5m,276,2026-02-19 03:55:00,2026-02-19 04:00:00,2026-02-19 05:55:00,81.73,81.71,81.83,81.70646209716797,-0.0002879958746119238,0.4,-1,-0.001468608493452539,-0.002868608493452539
sol_5m,277,2026-02-19 05:55:00,2026-02-19 06:00:00,2026-02-19 07:55:00,81.83,81.81,82.36,81.71972198486328,-0.0013476477469964276,0.2,-1,-0.006722894511673294,-0.008122894511673294
sol_5m,278,2026-02-19 07:55:00,2026-02-19 08:00:00,2026-02-19 09:55:00,82.36,82.35,81.15,82.38272552490234,0.00027592915131549047,0.4,-1,0.014571948998178375,0.013171948998178374
sol_5m,279,2026-02-19 09:55:00,2026-02-19 10:00:00,2026-02-19 11:55:00,81.15,81.15,81.19,81.43373413085938,0.003496415660620711,0.6,1,0.0004929143561305249,-0.0009070856438694751
sol_5m,280,2026-02-19 11:55:00,2026-02-19 12:00:00,2026-02-19 13:55:00,81.19,81.2,79.98,80.7254638671875,-0.005721592964804767,0.0,-1,0.015024630541871864,0.013624630541871864
sol_5m,281,2026-02-19 13:55:00,2026-02-19 14:00:00,2026-02-19 15:55:00,79.98,79.97,80.58,80.38653717041015,0.005082985376471028,0.8,1,0.0076278604476678336,0.006227860447667833
sol_5m,282,2026-02-19 15:55:00,2026-02-19 16:00:00,2026-02-19 17:55:00,80.58,80.59,80.42,80.2733657836914,-0.0038053389961354212,0.2,-1,0.0021094428589155667,0.0007094428589155667
sol_5m,283,2026-02-19 17:55:00,2026-02-19 18:00:00,2026-02-19 19:55:00,80.42,80.4,81.91,80.43151397705078,0.00014317305459812246,0.4,-1,-0.018781094527362985,-0.020181094527362983
sol_5m,284,2026-02-19 19:55:00,2026-02-19 20:00:00,2026-02-19 21:55:00,81.91,81.9,82.01,81.78058319091797,-0.0015799879023565833,0.4,-1,-0.0013431013431013383,-0.0027431013431013385
sol_5m,285,2026-02-19 21:55:00,2026-02-19 22:00:00,2026-02-19 23:55:00,82.01,82.02,82.46,81.85480346679688,-0.0018924098671275536,0.2,-1,-0.00536454523287011,-0.006764545232870111
sol_5m,286,2026-02-19 23:55:00,2026-02-20 00:00:00,2026-02-20 01:55:00,82.46,82.44,82.95,82.52210540771485,0.0007531579882955386,0.6,1,0.006186317321688506,0.004786317321688506
