asset,signal_number,signal_timestamp,entry_timestamp,exit_timestamp,current_close,entry_open,exit_close,mean_final_pred_close,forecast_return,upside_probability,position,gross_return,net_return
btc_5m,1,2026-01-27 05:55:00,2026-01-27 06:00:00,2026-01-27 07:55:00,88424.0,88424.1,88282.6,88493.3328125,0.0007840949572514467,0.6,1,-0.0016002424678339677,-0.003000242467833968
btc_5m,2,2026-01-27 07:55:00,2026-01-27 08:00:00,2026-01-27 09:55:00,88282.6,88287.9,87852.8,88320.509375,0.0004294093626603157,0.6,1,-0.004928195143388714,-0.006328195143388714
btc_5m,3,2026-01-27 09:55:00,2026-01-27 10:00:00,2026-01-27 11:55:00,87852.8,87854.0,87955.1,87805.75,-0.0005355549282436423,0.6,1,0.001150772873176109,-0.0002492271268238909
btc_5m,4,2026-01-27 11:55:00,2026-01-27 12:00:00,2026-01-27 13:55:00,87955.1,87955.1,87945.2,87932.4015625,-0.0002580684633410435,0.6,1,-0.00011255742987059669,-0.0015125574298705967
btc_5m,5,2026-01-27 13:55:00,2026-01-27 14:00:00,2026-01-27 15:55:00,87945.2,87945.1,87999.8,88045.9484375,0.0011455819931047938,0.6,1,0.0006219789391335162,-0.0007780210608664838
btc_5m,6,2026-01-27 15:55:00,2026-01-27 16:00:00,2026-01-27 17:55:00,87999.8,88000.1,87507.7,88090.396875,0.001029512282982381,0.6,1,-0.005595448186990759,-0.006995448186990759
btc_5m,7,2026-01-27 17:55:00,2026-01-27 18:00:00,2026-01-27 19:55:00,87507.7,87507.8,88378.1,87394.1609375,-0.0012974751079047665,0.4,-1,-0.009945399152989864,-0.011345399152989865
btc_5m,8,2026-01-27 19:55:00,2026-01-27 20:00:00,2026-01-27 21:55:00,88378.1,88378.2,89039.6,88391.4359375,0.0001508964041996075,0.4,-1,-0.007483745991658575,-0.008883745991658575
btc_5m,9,2026-01-27 21:55:00,2026-01-27 22:00:00,2026-01-27 23:55:00,89039.6,89039.5,89196.8,88901.0640625,-0.0015558912832043692,0.4,-1,-0.0017666316634752377,-0.003166631663475238
btc_5m,10,2026-01-27 23:55:00,2026-01-28 00:00:00,2026-01-28 01:55:00,89196.8,89196.9,89359.8,88952.8875,-0.0027345431674679066,0.2,-1,-0.0018262966538076242,-0.0032262966538076244
btc_5m,11,2026-01-28 01:55:00,2026-01-28 02:00:00,2026-01-28 03:55:00,89359.8,89359.9,89079.8,89160.834375,-0.0022265674833650494,0.2,-1,0.0031345155936833846,0.0017345155936833846
btc_5m,12,2026-01-28 03:55:00,2026-01-28 04:00:00,2026-01-28 05:55:00,89079.8,89079.9,89050.9,89097.5046875,0.0001987508671999594,0.6,1,-0.00032555043281368157,-0.0017255504328136816
btc_5m,13,2026-01-28 05:55:00,2026-01-28 06:00:00,2026-01-28 07:55:00,89050.9,89050.9,89106.9,89155.646875,0.0011762584656640706,0.8,1,0.0006288538352785533,-0.0007711461647214467
btc_5m,14,2026-01-28 07:55:00,2026-01-28 08:00:00,2026-01-28 09:55:00,89106.9,89106.8,89542.6,89257.2625,0.0016874394687729887,0.8,1,0.004890760301121899,0.003490760301121899
btc_5m,15,2026-01-28 09:55:00,2026-01-28 10:00:00,2026-01-28 11:55:00,89542.6,89542.6,90035.5,89302.715625,-0.002678997203565725,0.0,-1,-0.005504642483019184,-0.0069046424830191844
btc_5m,16,2026-01-28 11:55:00,2026-01-28 12:00:00,2026-01-28 13:55:00,90035.5,90034.1,90220.0,89542.178125,-0.005479192929455601,0.0,-1,-0.002064773235918249,-0.0034647732359182493
btc_5m,17,2026-01-28 13:55:00,2026-01-28 14:00:00,2026-01-28 15:55:00,90220.0,90220.1,89444.5,90176.93125,-0.0004773747506096271,0.4,-1,0.008596753938423962,0.007196753938423962
btc_5m,18,2026-01-28 15:55:00,2026-01-28 16:00:00,2026-01-28 17:55:00,89444.5,89444.4,90142.6,89524.7015625,0.0008966628747435257,0.6,1,0.007805966611660553,0.006405966611660553
btc_5m,19,2026-01-28 17:55:00,2026-01-28 18:00:00,2026-01-28 19:55:00,90142.6,90143.1,89369.0,90330.2703125,0.0020819269967805366,0.6,1,-0.008587457054394676,-0.009987457054394676
btc_5m,20,2026-01-28 19:55:00,2026-01-28 20:00:00,2026-01-28 21:55:00,89369.0,89369.1,89369.3,89615.415625,0.0027572830064116483,0.6,1,2.2379099711145045e-06,-0.0013977620900288855
btc_5m,21,2026-01-28 21:55:00,2026-01-28 22:00:00,2026-01-28 23:55:00,89369.3,89369.3,89261.3,89306.6015625,-0.000701565722233477,0.4,-1,0.001208468679960606,-0.00019153132003939407
btc_5m,22,2026-01-28 23:55:00,2026-01-29 00:00:00,2026-01-29 01:55:00,89261.3,89261.8,88561.8,89246.51875,-0.00016559528037349836,0.2,-1,0.007842100428178678,0.0064421004281786775
btc_5m,23,2026-01-29 01:55:00,2026-01-29 02:00:00,2026-01-29 03:55:00,88561.8,88561.7,88003.9,88618.5703125,0.0006410248267310958,0.6,1,-0.006298433747319754,-0.007698433747319754
btc_5m,24,2026-01-29 03:55:00,2026-01-29 04:00:00,2026-01-29 05:55:00,88003.9,88004.0,88149.4,88405.5359375,0.00456384248311732,1.0,1,0.0016521976273804473,0.0002521976273804473
btc_5m,25,2026-01-29 05:55:00,2026-01-29 06:00:00,2026-01-29 07:55:00,88149.4,88149.3,88311.0,88297.2015625,0.0016767166027222835,1.0,1,0.0018343877943443054,0.00043438779434430545
btc_5m,26,2026-01-29 07:55:00,2026-01-29 08:00:00,2026-01-29 09:55:00,88311.0,88310.9,87850.4,88390.215625,0.0008970074509403903,0.6,1,-0.005214531841482795,-0.006614531841482795
btc_5m,27,2026-01-29 09:55:00,2026-01-29 10:00:00,2026-01-29 11:55:00,87850.4,87850.4,87795.2,87902.2203125,0.0005898699664430573,0.8,1,-0.0006283409068142953,-0.0020283409068142955
btc_5m,28,2026-01-29 11:55:00,2026-01-29 12:00:00,2026-01-29 13:55:00,87795.2,87795.1,88006.5,87622.4390625,-0.0019677720137319275,0.2,-1,-0.0024078792552202355,-0.0038078792552202357
btc_5m,29,2026-01-29 13:55:00,2026-01-29 14:00:00,2026-01-29 15:55:00,88006.5,88006.4,84897.9,87783.2953125,-0.002536229568270576,0.4,-1,0.03532129481492252,0.03392129481492252
btc_5m,30,2026-01-29 15:55:00,2026-01-29 16:00:00,2026-01-29 17:55:00,84897.9,84898.0,84220.5,84933.946875,0.0004245908909408458,0.4,-1,0.00798016443261329,0.00658016443261329
btc_5m,31,2026-01-29 17:55:00,2026-01-29 18:00:00,2026-01-29 19:55:00,84220.5,84218.7,83979.4,84265.8984375,0.000539042602454276,0.6,1,-0.00284141170547636,-0.00424141170547636
btc_5m,32,2026-01-29 19:55:00,2026-01-29 20:00:00,2026-01-29 21:55:00,83979.4,83979.5,84491.0,84307.0296875,0.003901310172494732,1.0,1,0.006090772152727686,0.004690772152727686
btc_5m,33,2026-01-29 21:55:00,2026-01-29 22:00:00,2026-01-29 23:55:00,84491.0,84490.1,84604.7,84361.675,-0.0015306363991431037,0.2,-1,-0.0013563719299656274,-0.0027563719299656276
btc_5m,34,2026-01-29 23:55:00,2026-01-30 00:00:00,2026-01-30 01:55:00,84604.7,84604.8,82437.0,84105.7703125,-0.0058971864151754925,0.0,-1,0.02562265970725064,0.02422265970725064
btc_5m,35,2026-01-30 01:55:00,2026-01-30 02:00:00,2026-01-30 03:55:00,82437.0,82436.9,82640.9,82999.003125,0.006817365078787452,1.0,1,0.0024746199820711023,0.0010746199820711024
btc_5m,36,2026-01-30 03:55:00,2026-01-30 04:00:00,2026-01-30 05:55:00,82640.9,82640.8,82873.6,82315.61875,-0.003936080681599496,0.0,-1,-0.002817010483925575,-0.004217010483925575
