slug,mode,csv_path,rows,start,end,signals,traded_signals,coverage,forecast_direction_accuracy,threshold_signal_accuracy,gross_win_rate,net_win_rate,avg_forecast_return,avg_actual_return_from_entry,avg_net_return,total_compounded_return,max_drawdown
nq_1d_every_bar_last160,every_bar,data/demo_app/NQ_in_daily.csv,6648,1999-06-29 22:00:00,2025-10-09 22:00:00,160,160,1.0,0.51875,0.48125,0.48125,0.475,0.009930237345424683,0.02195807651231762,0.0030518272313432293,0.030156870752620524,-0.8117872400781645
