signal_rule,filters,train_trades,train_accuracy,train_avg_directional_edge,train_avg_original_net_return,train_loser_rate,validation_trades,validation_accuracy,validation_avg_directional_edge,validation_avg_original_net_return,validation_loser_rate,test_trades,test_accuracy,test_avg_directional_edge,test_avg_original_net_return,test_loser_rate,stable_score,mean_accuracy
short_p40,sol_trend72_up+sol_trend288_down+btc_forecast_down,49,0.5714285714285714,0.002188098236735843,0.0007880982367358429,0.42857142857142855,19,0.631578947368421,0.003073828770574675,0.001673828770574663,0.3684210526315789,14,0.5714285714285714,0.0012173673755349532,-0.00018263262446502858,0.42857142857142855,0.5714285714285714,0.5914786967418546
