signal_number,signal_timestamp,entry_timestamp,exit_timestamp,current_close,entry_open,exit_close,mean_final_pred_close,forecast_return,upside_probability,position,gross_return,net_return
1,2019-09-16 12:00:00,2019-09-17,2019-09-28 12:00:00,48.62,48.65,40.3,46.567708587646486,-0.042210847641989166,0.2,-1,0.17163412127440902,0.170234121274409
2,2019-09-28 12:00:00,2019-09-29,2019-10-10 12:00:00,40.3,40.35,37.43,43.030615997314456,0.06775722077703361,0.6,1,-0.07236679058240403,-0.07376679058240403
3,2019-10-10 12:00:00,2019-10-11,2019-10-22 12:00:00,37.43,37.46,35.84,41.757757568359374,0.11562269752496326,0.8,1,-0.04324612920448467,-0.04464612920448467
4,2019-10-22 12:00:00,2019-10-23,2019-11-03 12:00:00,35.84,35.82,37.03,38.69221878051758,0.07958199722426267,0.6,1,0.033780011166945956,0.03238001116694596
5,2019-11-03 12:00:00,2019-11-04,2019-11-15 12:00:00,37.03,37.03,36.13,43.7512321472168,0.1815077544481986,1.0,1,-0.024304617877396684,-0.025704617877396682
6,2019-11-15 12:00:00,2019-11-16,2019-11-27 12:00:00,36.13,36.12,28.45,38.43942031860352,0.06391974311108531,1.0,1,-0.21234772978959027,-0.21374772978959028
7,2019-11-27 12:00:00,2019-11-28,2019-12-09 12:00:00,28.45,28.46,30.93,28.143817901611328,-0.01076211242139442,0.4,-1,-0.08678847505270548,-0.08818847505270548
8,2019-12-09 12:00:00,2019-12-10,2019-12-21 12:00:00,30.93,30.92,28.32,33.01185607910156,0.06730863495317045,0.6,1,-0.08408796895213455,-0.08548796895213455
9,2019-12-21 12:00:00,2019-12-22,2020-01-02 12:00:00,28.32,28.32,27.02,30.013171005249024,0.05978711176726779,1.0,1,-0.04590395480225995,-0.04730395480225995
10,2020-01-02 12:00:00,2020-01-03,2020-01-14 12:00:00,27.02,27.02,43.83,25.725326156616212,-0.0479153902066539,0.2,-1,-0.6221317542561065,-0.6235317542561064
11,2020-01-14 12:00:00,2020-01-15,2020-01-26 12:00:00,43.83,43.81,53.65,49.25591201782227,0.12379447907420182,1.0,1,0.2246062542798446,0.22320625427984458
12,2020-01-26 12:00:00,2020-01-27,2020-02-07 12:00:00,53.65,53.67,68.38,53.58071365356445,-0.0012914510053223748,0.4,-1,-0.27408235513322143,-0.27548235513322145
13,2020-02-07 12:00:00,2020-02-08,2020-02-19 12:00:00,68.38,68.38,62.1,60.97421722412109,-0.1083033456548538,0.0,-1,0.09183971921614498,0.09043971921614498
14,2020-02-19 12:00:00,2020-02-20,2020-03-02 12:00:00,62.1,62.09,52.33,57.112972259521484,-0.08030640483862346,0.2,-1,0.15719117410210992,0.1557911741021099
15,2020-03-02 12:00:00,2020-03-03,2020-03-14 12:00:00,52.33,52.38,24.95,54.994538116455075,0.050917984262470496,0.6,1,-0.5236731576937763,-0.5250731576937763
16,2020-03-14 12:00:00,2020-03-15,2020-03-26 12:00:00,24.95,24.94,32.46,23.25330696105957,-0.06800372901564847,0.4,-1,-0.3015236567762629,-0.30292365677626293
17,2020-03-26 12:00:00,2020-03-27,2020-04-07 12:00:00,32.46,32.47,36.45,31.70937728881836,-0.023124544398695067,0.6,1,0.12257468432399143,0.12117468432399144
18,2020-04-07 12:00:00,2020-04-08,2020-04-19 12:00:00,36.45,36.44,46.44,34.97182960510254,-0.04055337160212522,0.4,-1,-0.27442371020856204,-0.27582371020856206
19,2020-04-19 12:00:00,2020-04-20,2020-05-01 12:00:00,46.44,46.44,45.73,43.164974975585935,-0.07052164135258529,0.2,-1,0.01528854435831184,0.01388854435831184
20,2020-05-01 12:00:00,2020-05-02,2020-05-13 12:00:00,45.73,45.72,42.89,46.70691452026367,0.0213626617158031,0.8,1,-0.061898512685914175,-0.06329851268591417
21,2020-05-13 12:00:00,2020-05-14,2020-05-25 12:00:00,42.89,42.89,45.94,45.996924591064456,0.07243937027429362,0.8,1,0.07111214735369553,0.06971214735369553
22,2020-05-25 12:00:00,2020-05-26,2020-06-06 12:00:00,45.94,45.98,52.83,46.37178421020508,0.009398872664455337,0.6,1,0.1489778164419313,0.1475778164419313
23,2020-06-06 12:00:00,2020-06-07,2020-06-18 12:00:00,52.83,52.82,51.95,56.875665283203126,0.0765789377854084,0.8,1,-0.016471033699356208,-0.017871033699356206
24,2020-06-18 12:00:00,2020-06-19,2020-06-30 12:00:00,51.95,51.95,51.44,56.179541015625,0.08141561146535126,1.0,1,-0.009817131857555395,-0.011217131857555395
25,2020-06-30 12:00:00,2020-07-01,2020-07-12 12:00:00,51.44,51.43,58.65,54.987979888916016,0.06897317046881841,0.8,1,0.14038498930585264,0.13898498930585262
26,2020-07-12 12:00:00,2020-07-13,2020-07-24 12:00:00,58.65,58.7,63.01,60.01866149902344,0.023336086939871083,0.4,-1,-0.07342419080068141,-0.07482419080068141
27,2020-07-24 12:00:00,2020-07-25,2020-08-05 12:00:00,63.01,63.01,97.46,66.49325180053711,0.05528093636783227,0.6,1,0.5467386129185843,0.5453386129185843
28,2020-08-05 12:00:00,2020-08-06,2020-08-17 12:00:00,97.46,97.46,86.74,71.33430633544921,-0.2680658081731046,0.0,-1,0.10999384362815512,0.10859384362815512
29,2020-08-17 12:00:00,2020-08-18,2020-08-29 12:00:00,86.74,86.74,78.68,74.16768341064453,-0.14494254772141418,0.0,-1,0.09292137422181213,0.09152137422181213
30,2020-08-29 12:00:00,2020-08-30,2020-09-10 12:00:00,78.68,78.66,62.07,74.85571746826172,-0.04860552277247445,0.2,-1,0.21090770404271542,0.2095077040427154
31,2020-09-10 12:00:00,2020-09-11,2020-09-22 12:00:00,62.07,62.07,53.31,59.13246841430664,-0.047326109001020814,0.2,-1,0.14113098115031408,0.13973098115031407
32,2020-09-22 12:00:00,2020-09-23,2020-10-04 12:00:00,53.31,53.31,63.12,47.91650543212891,-0.101172286022718,0.0,-1,-0.1840180078784468,-0.1854180078784468
33,2020-10-04 12:00:00,2020-10-05,2020-10-16 12:00:00,63.12,63.11,62.59,56.6930648803711,-0.10182089859995098,0.2,-1,0.008239581682776054,0.0068395816827760535
