timestamp,open,high,low,close,volume,amount
2017-08-14,4261.48,4485.39,3850.0,4086.29,2843.431426,12021576.48265154
2017-08-21,4069.13,4453.91,3400.0,4310.01,4599.396629,18978983.50987317
2017-08-28,4310.01,4939.19,4124.54,4509.08,4753.843376,21581679.92866748
2017-09-04,4505.0,4788.59,3603.0,4130.37,6382.787745,27307824.36893929
2017-09-11,4153.62,4394.59,2817.0,3699.99,8106.705127,30026796.42861788
2017-09-18,3690.0,4123.2,3505.55,3660.02,5908.32335,22501242.65454204
2017-09-25,3660.02,4406.52,3653.69,4378.48,5782.305424,23750419.76839855
2017-10-02,4400.0,4658.0,4110.0,4640.0,4708.272956,20366578.25125568
2017-10-09,4640.0,5922.3,4550.0,5709.99,7913.925837,42038755.95644524
2017-10-16,5710.0,6171.0,5037.95,5950.02,12157.769447,69446644.86619961
2017-10-23,5975.0,6189.88,5286.98,6169.98,13133.99457,75229774.73890872
2017-10-30,6133.01,7590.25,6030.0,7345.01,11663.209648,79517426.5391578
2017-11-06,7345.1,7770.02,5325.01,5811.03,18916.3199,126612916.75463176
2017-11-13,5839.94,8123.15,5699.99,8038.0,19791.101011,146293856.48316985
2017-11-20,8057.11,9350.0,7801.0,9128.02,28921.859792,240238717.93883663
2017-11-27,9128.0,11825.0,8520.0,11165.41,48427.94965,493261876.5247408
2017-12-04,11165.41,17204.99,10802.0,14899.98,72469.977627,1022228203.7964908
2017-12-11,14946.26,19798.68,14666.56,18860.02,67851.486215,1143594375.3765807
2017-12-18,18860.04,19300.0,10961.0,13500.0,135385.440322,1998479799.1145618
2017-12-25,13500.0,16498.05,11750.0,13716.36,116522.754321,1636613418.3316479
2018-01-01,13715.65,17176.24,12750.0,16150.03,120239.399359,1828148890.854119
2018-01-08,16218.85,16322.3,11400.0,13474.99,137537.904565,1919927016.0206213
2018-01-15,13477.98,14249.99,9035.0,11530.0,303127.502137,3434833014.703798
2018-01-22,11530.0,12244.0,9900.24,11879.95,198030.051117,2184045152.496221
2018-01-29,11879.95,11975.02,7930.0,8184.81,202016.407759,1896352538.6706731
2018-02-05,8179.99,9065.78,6000.01,8063.88,340794.292131,2608962030.9285064
2018-02-12,8063.82,11274.0,8053.0,10383.43,311863.068137,3026660454.8544908
2018-02-19,10375.01,11786.01,9274.8,9590.0,350623.132911,3657589238.5328994
2018-02-26,9590.0,11565.0,9350.0,11515.0,183970.997614,1967477246.427072
