asset,signal_rule,filters,side,train_trades,train_accuracy,train_avg_directional_edge,train_avg_original_net_return,validation_trades,validation_accuracy,validation_avg_directional_edge,validation_avg_original_net_return,test_trades,test_accuracy,test_avg_directional_edge,test_avg_original_net_return
zec_5m,short_p0,low_atr+trend24_down,-1,5,0.4,-0.0007936220249253667,-0.0021936220249253397,3,0.3333333333333333,-0.0012496055896131786,-0.0026496055896131666,0,0.0,0.0,0.0
zec_5m,short_p0,low_atr+trend72_up,-1,2,0.5,0.004666500201748247,0.00326650020174825,4,0.0,-0.023114529456098876,-0.02451452945609885,0,0.0,0.0,0.0
zec_5m,short_p0,low_atr+trend72_down,-1,5,0.2,-0.00595345507996683,-0.00735345507996678,5,0.2,-0.00537173830877693,-0.006771738308776901,1,1.0,0.0038830516217450706,0.002483051621745
zec_5m,short_p0,low_atr+trend288_up,-1,1,1.0,0.007811126459876805,0.0064111264598768,2,0.0,-0.006422232992469579,-0.00782223299246955,1,1.0,0.0038830516217450706,0.002483051621745
zec_5m,short_p0,low_atr+trend288_down,-1,6,0.16666666666666666,-0.004707566909369076,-0.006107566909369033,7,0.14285714285714285,-0.015210334769048714,-0.016610334769048687,0,0.0,0.0,0.0
zec_5m,short_p0,low_atr+hour_0_7,-1,6,0.16666666666666666,-0.005813603419029885,-0.007213603419029833,1,0.0,-0.017201391573250957,-0.0186013915732509,0,0.0,0.0,0.0
zec_5m,short_p0,low_atr+hour_8_15,-1,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
zec_5m,short_p0,low_atr+hour_16_23,-1,1,1.0,0.014447345517841659,0.0130473455178416,8,0.125,-0.01276442722437865,-0.014164427224378625,1,1.0,0.0038830516217450706,0.002483051621745
zec_5m,short_p0,low_atr+weekday,-1,6,0.3333333333333333,-0.002886202916435913,-0.004286202916435884,7,0.14285714285714285,-0.013575607142082249,-0.014975607142082228,0,0.0,0.0,0.0
zec_5m,short_p0,low_atr+weekend,-1,1,0.0,-0.0031170574977221754,-0.0045170574977221,2,0.0,-0.012143779686852207,-0.01354377968685215,1,1.0,0.0038830516217450706,0.002483051621745
zec_5m,short_p0,high_vol24+high_vol72,-1,8,0.625,0.004618592781716682,0.0032185927817166755,5,0.4,-0.004466589049438396,-0.00586658904943838,3,0.3333333333333333,-0.0071249040213111625,-0.008524904021311131
zec_5m,short_p0,high_vol24+low_vol72,-1,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
zec_5m,short_p0,high_vol24+high_volume,-1,0,0.0,0.0,0.0,1,1.0,0.003876464323748663,0.0024764643237486,0,0.0,0.0,0.0
zec_5m,short_p0,high_vol24+low_volume,-1,5,0.8,0.004742515133510561,0.00334251513351056,1,1.0,0.00350667122819015,0.0021066712281901,2,0.5,-0.004301329692094902,-0.005701329692094899
zec_5m,short_p0,high_vol24+rsi_hot,-1,8,0.75,0.007296270048027895,0.005896270048027875,1,0.0,-0.006341504937010578,-0.0077415049370105,3,0.6666666666666666,0.003116393088865651,0.0017163930888656343
zec_5m,short_p0,high_vol24+rsi_cold,-1,0,0.0,0.0,0.0,3,0.6666666666666666,0.001265596966559331,-0.0001344030334407001,0,0.0,0.0,0.0
zec_5m,short_p0,high_vol24+rsi_mid,-1,4,0.5,0.0017427213322614987,0.000342721332261525,1,0.0,-0.019788231209859397,-0.0211882312098593,4,0.0,-0.009128913026375418,-0.010528913026375375
zec_5m,short_p0,high_vol24+mom24_up,-1,11,0.6363636363636364,0.001991071254209407,0.0005910712542094095,2,0.0,-0.004963924794635699,-0.006363924794635651,4,0.5,0.000864518047030971,-0.0005354819529690244
zec_5m,short_p0,high_vol24+mom24_down,-1,1,1.0,0.04343926191696568,0.0420392619169656,3,0.6666666666666666,-0.004135031885973528,-0.005535031885973533,3,0.0,-0.010208181675676201,-0.011608181675676165
zec_5m,short_p0,high_vol24+mom72_up,-1,7,0.5714285714285714,0.0010314406421603512,-0.0003685593578396282,1,0.0,-0.006341504937010578,-0.0077415049370105,3,0.6666666666666666,0.005410041622622523,0.004010041622622501
zec_5m,short_p0,high_vol24+mom72_down,-1,5,0.8,0.011624192243629339,0.0102241922436293,4,0.5,-0.003997860077545351,-0.00539786007754535,4,0.0,-0.010849149426693072,-0.012249149426693024
zec_5m,short_p0,high_vol24+trend24_up,-1,11,0.7272727272727273,0.0062606372390344315,0.004860637239034419,1,0.0,-0.006341504937010578,-0.0077415049370105,5,0.4,-0.0026190895519595083,-0.0040190895519595
zec_5m,short_p0,high_vol24+trend24_down,-1,1,0.0,-0.003525963916109598,-0.0049259639161095,4,0.5,-0.003997860077545351,-0.00539786007754535,2,0.0,-0.00703551253955359,-0.00843551253955355
zec_5m,short_p0,high_vol24+trend72_up,-1,10,0.6,0.0019769320173624095,0.0005769320173624204,2,0.5,-0.001417416854410214,-0.0028174168544102002,4,0.5,0.000864518047030971,-0.0005354819529690244
zec_5m,short_p0,high_vol24+trend72_down,-1,2,1.0,0.02278586276982253,0.02138586276982245,3,0.3333333333333333,-0.006499370512790518,-0.0078993705127905,3,0.0,-0.010208181675676201,-0.011608181675676165
zec_5m,short_p0,high_vol24+trend288_up,-1,4,0.75,0.002672087044305105,0.0012720870443051003,1,0.0,-0.006341504937010578,-0.0077415049370105,4,0.5,0.000864518047030971,-0.0005354819529690244
zec_5m,short_p0,high_vol24+trend288_down,-1,8,0.625,0.006831587192006092,0.005431587192006088,4,0.5,-0.003997860077545351,-0.00539786007754535,3,0.0,-0.010208181675676201,-0.011608181675676165
zec_5m,short_p0,high_vol24+hour_0_7,-1,2,1.0,0.011112894033985132,0.00971289403398505,2,0.0,-0.004963924794635699,-0.006363924794635651,1,1.0,0.017951838650786756,0.0165518386507867
zec_5m,short_p0,high_vol24+hour_8_15,-1,4,1.0,0.01771883870988672,0.0163188387098867,2,0.5,-0.007955883443055367,-0.00935588344305535,2,0.0,-0.009705060158949008,-0.011105060158949
zec_5m,short_p0,high_vol24+hour_16_23,-1,6,0.3333333333333333,-0.004626682865707998,-0.0060266828657079665,1,1.0,0.00350667122819015,0.0021066712281901,4,0.25,-0.006427047792948365,-0.007827047792948323
zec_5m,short_p0,high_vol24+weekday,-1,8,0.75,0.004911882994306074,0.003511882994306063,4,0.5,-0.0046866501487327905,-0.006086650148732774,5,0.4,-0.0001750813839472176,-0.0015750813839471994
zec_5m,short_p0,high_vol24+weekend,-1,4,0.5,0.0065114954397051394,0.005111495439705151,1,0.0,-0.00358634465226082,-0.0049863446522608,2,0.0,-0.013145532959584316,-0.014545532959584299
zec_5m,short_p0,low_vol24+high_vol72,-1,0,0.0,0.0,0.0,1,0.0,-0.012291207059565101,-0.0136912070595651,0,0.0,0.0,0.0
zec_5m,short_p0,low_vol24+low_vol72,-1,7,0.2857142857142857,-0.0029191821423339504,-0.004319182142333915,4,0.25,-0.005569519489514563,-0.006969519489514526,2,0.5,0.0008056606341690364,-0.0005943393658309501
zec_5m,short_p0,low_vol24+high_volume,-1,1,0.0,-0.005489000217817397,-0.0068890002178173,2,0.5,0.004109749656221295,0.0027097496562212995,0,0.0,0.0,0.0
zec_5m,short_p0,low_vol24+low_volume,-1,3,0.0,-0.01069646721396452,-0.012096467213964466,3,0.0,-0.028457316674647348,-0.029857316674647333,2,0.5,0.0007082704419591468,-0.0006917295580408499
zec_5m,short_p0,low_vol24+rsi_hot,-1,2,0.0,-0.00823308243585541,-0.00963308243585535,3,0.3333333333333333,-0.002993964086936122,-0.0043939640869361,0,0.0,0.0,0.0
zec_5m,short_p0,low_vol24+rsi_cold,-1,2,0.5,0.0023470344810773147,0.0009470344810773501,2,0.5,0.0010047407078230819,-0.0003952592921769001,1,1.0,0.00407783200616485,0.0026778320061648
zec_5m,short_p0,low_vol24+rsi_mid,-1,3,0.3333333333333333,-0.0028873930289271543,-0.004287393028927134,3,0.0,-0.028457316674647348,-0.029857316674647333,2,0.5,0.0007082704419591468,-0.0006917295580408499
zec_5m,short_p0,low_vol24+mom24_up,-1,3,0.3333333333333333,-0.0006729397846230537,-0.002072939784623033,3,0.3333333333333333,-0.015709916380084715,-0.0171099163800847,1,0.0,-0.002466510737826777,-0.0038665107378267
zec_5m,short_p0,low_vol24+mom24_down,-1,4,0.25,-0.004603863910617123,-0.006003863910617075,5,0.2,-0.009042922345770022,-0.01044292234577,2,1.0,0.00398044181395496,0.0025804418139549
zec_5m,short_p0,low_vol24+mom72_up,-1,2,0.5,0.0013483906727658201,-5.16093272341497e-05,5,0.0,-0.019548606900343435,-0.0209486069003434,2,0.5,0.0007082704419591468,-0.0006917295580408499
zec_5m,short_p0,low_vol24+mom72_down,-1,5,0.2,-0.004626211268373859,-0.006026211268373821,3,0.6666666666666666,0.0017995578775376424,0.0003995578775376329,1,1.0,0.00407783200616485,0.0026778320061648
zec_5m,short_p0,low_vol24+trend24_up,-1,2,0.0,-0.00823308243585541,-0.00963308243585535,6,0.16666666666666666,-0.015725640380791734,-0.01712564038079172,2,0.5,0.0007082704419591468,-0.0006917295580408499
zec_5m,short_p0,low_vol24+trend24_down,-1,5,0.4,-0.0007936220249253667,-0.0021936220249253397,2,0.5,0.0010047407078230819,-0.0003952592921769001,1,1.0,0.00407783200616485,0.0026778320061648
zec_5m,short_p0,low_vol24+trend72_up,-1,2,0.5,0.004666500201748247,0.00326650020174825,5,0.2,-0.01543049014229989,-0.01683049014229988,1,0.0,-0.002466510737826777,-0.0038665107378267
zec_5m,short_p0,low_vol24+trend72_down,-1,5,0.2,-0.00595345507996683,-0.00735345507996678,3,0.3333333333333333,-0.005063970052534931,-0.0064639700525349,2,1.0,0.00398044181395496,0.0025804418139549
zec_5m,short_p0,low_vol24+trend288_up,-1,1,1.0,0.007811126459876805,0.0064111264598768,1,0.0,-0.007086167800453458,-0.0084861678004534,1,1.0,0.0038830516217450706,0.002483051621745
zec_5m,short_p0,low_vol24+trend288_down,-1,6,0.16666666666666666,-0.004707566909369076,-0.006107566909369033,7,0.2857142857142857,-0.012179741866950113,-0.013579741866950101,2,0.5,0.0008056606341690364,-0.0005943393658309501
zec_5m,short_p0,low_vol24+hour_0_7,-1,6,0.16666666666666666,-0.005813603419029885,-0.007213603419029833,1,0.0,-0.017201391573250957,-0.0186013915732509,1,0.0,-0.002466510737826777,-0.0038665107378267
zec_5m,short_p0,low_vol24+hour_8_15,-1,0,0.0,0.0,0.0,1,1.0,0.015305667112896049,0.013905667112896,1,1.0,0.00407783200616485,0.0026778320061648
